SURVEY_OPS,FRACTION_SUBSAMPLED,TOT_wgt_G_upscaled,TOT_No_upscaled,SPCODE,FAMILY,SCIENTIFIC_NAME,COMMON_NAME,OTU_NAME,T_FIELD,COUNT,AM_SPECIMEN,ANFC_SPECIMEN,WT_G,LENGTH_CODE,MAX_LENGTH_MM,MEASURED_COUNT,WEIGHT_MEASURED,RESTSAM_WT_G,CALCULATED_WT_G,CALCULATED_COUNTS,SITE_ID,GEAR,ON_BOTTOM_TIME,ON_BOTTOM_LATITUDE,ON_BOTTOM_LONGITUDE,ON_BOTTOM_DEPTH_M,OFF_BOTTOM_TIME,OFF_BOTTOM_LATITUDE,OFF_BOTTOM_LONGITUDE,OFF_BOTTOM_DEPTH_M,BOTTOM_DURATION_MINS,AFMA_UnitCode,AFMA_UnitCodeName,AFMA_CodeNote
IN2023_V05_081,1,11,1,37224916,Moridae,Pseudophycis spp.,,,T,1,0,1,11,FL,100,1,11,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,3871,35,37439002,Gempylidae,Rexea solandri,Gemfish,,T,35,0,0,3871,FL,270,35,3871,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,GEME,Gemfish East,
IN2023_V05_081,1,1166,36,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,T,36,3,3,1166,FL,166,36,1166,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,64,4,37311036,Serranidae,Hypoplectrodes maccullochi,Halfbanded Seaperch,,T,4,2,0,64,FL,115,4,64,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,1706,16,37441001,Scombridae,Scomber australasicus,Blue Mackerel,,T,16,2,2,1706,FL,254,16,1706,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,40,3,37460001,Bothidae,Lophonectes gallus,Crested Flounder,,T,3,1,2,40,FL,127,3,40,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,2315,5,37264004,Zeidae,Zeus faber,John Dory,,T,5,0,0,2315,FL,339,5,2315,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,DOJ,John Dory,
IN2023_V05_081,1,436,6,37465006,Monacanthidae,Nelusetta ayraud,Ocean Jacket,,T,6,0,0,436,FL,200,6,436,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,JAC,Ocean Jackets,of interest but not Quota
IN2023_V05_081,1,1552,4,37038002,Urolophidae,Urolophus cruciatus,Banded Stingaree,,T,4,1,1,1552,TL,318,4,1552,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,734,7,37345001,Emmelichthyidae,Emmelichthys nitidus,Redbait,,T,7,0,0,734,FL,202,7,734,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,202,2,37264002,Cyttidae,Cyttus australis,Silver Dory,,T,2,0,0,202,FL,199,2,202,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,26,1,37120001,Paraulopidae,Paraulopus nigripinnis,Blacktip Cucumberfish,,T,1,0,0,26,SL,146,1,26,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,33009,974,37287001,Sebastidae,Helicolenus percoides,Reef Ocean Perch,,T,974,0,0,33009,FL,216,100,3389,29620,33009,974,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,REG,Ocean Perch,
IN2023_V05_081,1,230,5,37367005,Pentacerotidae,Zanclistius elevatus,Blackspot Boarfish,,T,5,0,0,230,FL,155,5,230,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,300,1,37469002,Diodontidae,Allomycterus pilatus,Australian Burrfish,,T,1,0,0,300,FL,186,1,300,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,1506,2,37469001,Diodontidae,Diodon nicthemerus,Globefish,,T,2,0,0,1506,FL,268,2,1506,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,214,1,37400001,Uranoscopidae,Xenocephalus armatus,Bulldog Stargazer,,T,1,0,0,214,FL,245,1,214,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,1424,44,37311002,Serranidae,Caesioperca lepidoptera,Butterfly Perch,,T,44,0,0,1424,FL,143,44,1424,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,7676,141,37330014,Sillaginidae,Sillago flindersi,Eastern School Whiting,,T,141,0,0,7676,FL,217,100,5438,2238,7676,141,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,WHS,School Whiting,
IN2023_V05_081,1,5738,214,37287008,Scorpaenidae,Scorpaena papillosa,Southern Red Scorpionfish,,T,214,0,0,5738,FL,145,50,1338,4400,5738,214,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,602,9,37377002,Cheilodactylidae,Nemadactylus douglasii,Grey Morwong,,T,9,0,0,602,FL,169,9,602,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,1516,13,37465037,Monacanthidae,Thamnaconus degeni,Bluefin Leatherjacket,,T,13,0,0,1516,FL,216,13,1516,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,4032,64,37465005,Monacanthidae,Meuschenia scaber,Velvet Leatherjacket,,T,64,0,0,4032,FL,204,50,3128,904,4032,64,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,373,90,37311053,Acropomatidae,Verilus anomalus,Threespine Cardinalfish,,T,90,0,0,373,FL,92,90,373,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,60000,1,41131003,Otariidae,Arctocephalus pusillus doriferus,Australian fur-seal,,T,1,1,0,60000,TL,1650,1,,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,23320,3,37027006,Trygonorrhinidae,Trygonorrhina fasciata,Eastern Fiddler Ray,,T,3,0,0,23320,TL,1050,3,23320,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,4380,1,37027006,Trygonorrhinidae,Trygonorrhina fasciata,Eastern Fiddler Ray,,T,1,0,0,4380,TL,900,1,4680,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,800,1,37031005,Rajidae,Dentiraja confusa,Longnose Skate,,T,1,0,0,800,TL,452,1,800,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,4120,1,37015001,Scyliorhinidae,Cephaloscyllium laticeps,Draughtboard Shark,,T,1,0,0,4120,TL,880,1,4120,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_081,1,0,2,37282120,Syngnathidae,Hippocampus abdominalis,Bigbelly Seahorse,,T,2,0,0,,,,0,,,,,N39.3,McKenna semi V-wing fish trawl,8/07/2023 5:37,-37.342331,150.043715,74,8/07/2023 6:00,-37.337572,150.066775,84,23,,,
IN2023_V05_088,0.28,1206135.714,21250,37337002,Carangidae,Trachurus declivis,Common Jack Mackerel,,S,5950,0,0,337718,FL,197,50,2838,334880,337718,5950,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,HMG,Jack Mackerel,
IN2023_V05_088,0.28,5857.142857,104,37330014,Sillaginidae,Sillago flindersi,Eastern School Whiting,,S,29,0,0,1640,FL,212,29,1640,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,WHS,School Whiting,
IN2023_V05_088,0.28,2935.714286,29,37288007,Triglidae,Lepidotrigla modesta,Cocky Gurnard,,S,8,0,0,822,FL,232,8,822,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,14735.71429,254,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,S,71,0,0,4126,FL,183,71,4126,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,3735.714286,7,37038004,Urolophidae,Urolophus paucimaculatus,Sparsely-spotted Stingaree,,S,2,0,0,1046,TL,386,2,1046,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,7178.571429,4,37038001,Urolophidae,Urolophus bucculentus,Sandyback Stingaree,,S,1,0,0,2010,TL,539,1,2010,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,192542.8571,2361,37441001,Scombridae,Scomber australasicus,Blue Mackerel,,S,661,0,0,53912,FL,257,48,3912,50000,53912,661,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,5885.714286,36,37465005,Monacanthidae,Meuschenia scaber,Velvet Leatherjacket,,S,10,0,0,1648,FL,251,10,1648,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,5025,18,37377002,Cheilodactylidae,Nemadactylus douglasii,Grey Morwong,,S,5,0,0,1407,FL,341,5,1407,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,857.1428571,7,37445006,Centrolophidae,Seriolella punctata,Silver Warehou,,S,2,0,0,240,FL,235,2,240,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,TRS,Silver Warehou,
IN2023_V05_088,0.28,21.42857143,4,37279002,Centriscidae: Macroramphosinae,Macroramphosus scolopax,Common Bellowsfish,,S,1,0,0,6,FL,99,1,6,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,678.5714286,11,37345001,Emmelichthyidae,Emmelichthys nitidus,Redbait,,S,3,0,0,190,FL,187,3,190,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,485.7142857,11,37120001,Paraulopidae,Paraulopus nigripinnis,Blacktip Cucumberfish,,S,3,0,0,136,SL,187,3,136,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,4192.857143,11,37469002,Diodontidae,Allomycterus pilatus,Australian Burrfish,,S,3,0,0,1174,FL,231,3,1174,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,0.28,1792.857143,4,37028002,Narcinidae,Narcinops tasmaniensis,Tasmanian Numbfish,,S,1,0,0,502,TL,386,1,502,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,1,4380,1,37027006,Trygonorrhinidae,Trygonorrhina fasciata,Eastern Fiddler Ray,,T,1,0,0,4380,TL,915,1,4380,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_088,1,8240,1,37005002,Hexanchidae,Notorynchus cepedianus,Broadnose Shark,,T,1,0,0,8240,TL,1240,1,8240,,,,N41.1,McKenna semi V-wing fish trawl,9/07/2023 0:18,-37.126387,150.24528,112,9/07/2023 0:38,-37.116841,150.229803,109,20,,,
IN2023_V05_087,0.23,2973.913043,43,37345001,Emmelichthyidae,Emmelichthys nitidus,Redbait,,S,10,0,0,684,FL,202,10,684,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,1064756.522,18396,37337002,Carangidae,Trachurus declivis,Common Jack Mackerel,,S,4231,0,0,244894,FL,194,50,2894,242000,244894,4231,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,HMG,Jack Mackerel,
IN2023_V05_087,0.23,3013.043478,26,37445006,Centrolophidae,Seriolella punctata,Silver Warehou,,S,6,0,0,693,FL,214,6,693,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,TRS,Silver Warehou,
IN2023_V05_087,0.23,1991.304348,4,37296001,Platycephalidae,Platycephalus richardsoni,Tiger Flathead,,S,1,0,0,458,FL,384,1,458,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,FLT,Flathead,
IN2023_V05_087,0.23,4208.695652,39,37439002,Gempylidae,Rexea solandri,Gemfish,,S,9,0,0,968,FL,275,9,968,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,GEME,Gemfish East,
IN2023_V05_087,0.23,295.6521739,22,37279002,Centriscidae: Macroramphosinae,Macroramphosus scolopax,Common Bellowsfish,,S,5,0,0,68,FL,129,5,68,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,332600,2439,37441001,Scombridae,Scomber australasicus,Blue Mackerel,,S,561,0,0,76498,FL,277,50,6818,69680,76498,561,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,12791.30435,204,37120001,Paraulopidae,Paraulopus nigripinnis,Blacktip Cucumberfish,,S,47,0,0,2942,SL,196,47,2942,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,8965.217391,17,37469002,Diodontidae,Allomycterus pilatus,Australian Burrfish,,S,4,0,1,2062,FL,263,4,2062,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,2869.565217,9,37038007,Urolophidae,Urolophus viridis,Greenback Stingaree,,S,2,0,0,660,TL,324,2,660,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,260.8695652,4,37337003,Carangidae,Trachurus novaezelandiae,Yellowtail Scad,,S,1,0,0,60,FL,175,1,60,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,1295.652174,4,37467004,Tetraodontidae,Sphoeroides pachygaster,Balloonfish,,S,1,0,1,298,FL,213,1,298,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,347.826087,4,37377002,Cheilodactylidae,Nemadactylus douglasii,Grey Morwong,,S,1,0,0,80,FL,157,1,80,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,7200,22,37028002,Narcinidae,Narcinops tasmaniensis,Tasmanian Numbfish,,S,5,0,0,1656,TL,367,5,1656,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,5278.26087,22,37288006,Triglidae,Pterygotrigla polyommata,Latchet,,S,5,0,0,1214,FL,338,5,1214,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,LAT,Latchet,of interest but not Quota
IN2023_V05_087,0.23,7313.043478,22,37288001,Triglidae,Chelidonichthys kumu,Red Gurnard,,S,5,0,0,1682,FL,436,5,1682,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,14100,265,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,S,61,0,0,3243,FL,175,61,3243,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,1,5102,2,37027009,Trygonorrhinidae,Aptychotrema rostrata,Eastern Shovelnose Ray,,T,2,0,1,5102,TL,909,2,5102,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_087,0.23,0,4,37007001,Heterodontidae,Heterodontus portusjacksoni,Port Jackson Shark,,S,1,0,0,,,,0,,,,,N41.3,McKenna semi V-wing fish trawl,8/07/2023 21:21,-37.149016,150.31224,121,8/07/2023 21:53,-37.137543,150.282008,118,32,,,
IN2023_V05_114,1,4962,97,37330014,Sillaginidae,Sillago flindersi,Eastern School Whiting,,T,97,0,0,4962,FL,204,97,4962,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,WHS,School Whiting,
IN2023_V05_114,1,338,3,37465006,Monacanthidae,Nelusetta ayraud,Ocean Jacket,,T,3,0,0,338,FL,223,3,338,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,JAC,Ocean Jackets,of interest but not Quota
IN2023_V05_114,1,8,1,37264004,Zeidae,Zeus faber,John Dory,,T,1,1,0,8,FL,75,1,8,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,DOJ,John Dory,
IN2023_V05_114,1,2564,12,37296001,Platycephalidae,Platycephalus richardsoni,Tiger Flathead,,T,12,0,0,2564,FL,347,12,2564,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,FLT,Flathead,
IN2023_V05_114,1,1304,3,37288001,Triglidae,Chelidonichthys kumu,Red Gurnard,,T,3,0,1,1304,FL,398,3,1304,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,443,3,37377002,Cheilodactylidae,Nemadactylus douglasii,Grey Morwong,,T,3,0,0,443,FL,219,3,443,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,541,2,37038004,Urolophidae,Urolophus paucimaculatus,Sparsely-spotted Stingaree,,T,2,0,0,541,TL,314,2,541,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,4308,85,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,T,85,0,3,4308,FL,175,85,4308,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,534,1,37038007,Urolophidae,Urolophus viridis,Greenback Stingaree,,T,1,0,0,534,TL,374,1,534,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,194,1,37439001,Gempylidae,Thyrsites atun,Barracouta,,T,1,0,0,194,FL,348,1,194,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,22,2,37097001,Argentinidae,Argentina australiae,Silverside,,T,2,1,1,22,FL,123,2,22,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,142,3,37288007,Triglidae,Lepidotrigla modesta,Cocky Gurnard,,T,3,0,3,142,FL,155,3,142,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,32,8,37279002,Centriscidae: Macroramphosinae,Macroramphosus scolopax,Common Bellowsfish,,T,8,3,2,32,FL,112,8,32,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,6046,51,37465005,Monacanthidae,Meuschenia scaber,Velvet Leatherjacket,,T,51,0,0,6046,FL,250,51,6046,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,457,1,37264002,Cyttidae,Cyttus australis,Silver Dory,,T,1,0,1,457,FL,301,1,457,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,12,2,37337003,Carangidae,Trachurus novaezelandiae,Yellowtail Scad,,T,2,1,1,12,FL,88,2,12,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,1614,3,37028002,Narcinidae,Narcinops tasmaniensis,Tasmanian Numbfish,,T,3,0,1,1614,TL,397,3,1614,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,4,1,37258003,Berycidae,Centroberyx affinis,Redfish,,T,1,1,0,4,FL,47,1,4,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,RED,Redfish,
IN2023_V05_114,1,8100,1,37007001,Heterodontidae,Heterodontus portusjacksoni,Port Jackson Shark,,T,1,0,0,8100,TL,925,1,8100,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,6320,1,37027006,Trygonorrhinidae,Trygonorrhina fasciata,Eastern Fiddler Ray,,T,1,0,0,6320,TL,1200,1,6320,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,4560,1,37027006,Trygonorrhinidae,Trygonorrhina fasciata,Eastern Fiddler Ray,,T,1,0,0,4560,TL,865,1,4560,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_114,1,2460,3,37031002,Rajidae,Dentiraja australis,Sydney Skate,,T,3,0,0,2460,TL,490,3,2460,,,,N43.1,McKenna semi V-wing fish trawl,12/07/2023 22:44,-36.941719,150.098871,85,12/07/2023 23:16,-36.915891,150.1073,87,32,,,
IN2023_V05_113,1,11720,224,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,T,224,0,0,11720,FL,178,100,5240,6480,11720,224,N43.2,McKenna semi V-wing fish trawl,12/07/2023 20:47,-36.920551,150.127314,93,12/07/2023 21:18,-36.9456,150.120139,89,30,,,
