SPCODE,OTU_NAME,COUNT,WT_G,T_FIELD,OPER_ID,VOYAGE_ID,SITE_ID,VYG_OPN_NO,SPECIES_BARCODE,FISH_NO,LENGTH_MM,WEIGHT_G,LENGTH_CODE,SEX_CODE,TISSUE,BIOLOGICALS_COMMENTS,FISH_COMMENTS,DISSECTED_AT_SEA_Y_N,
37228002,(null),1,376,T,153,IN2023_V05,N35.1,153,10071345,1,423,376,FL,(null),10083552,(null),(null),Y,
37038001,(null),1,740,T,153,IN2023_V05,N35.1,153,10071346,1,405,740,TL,F,10083465,(null),(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,1,304,325,TL,F,10083361,(null),(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,2,347,434,TL,M,10083391,pupps,(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,3,356,577,TL,F,10083364,pupps,(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,4,309,294,TL,F,10083392,(null),(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,5,310,246,TL,F,10083394,(null),(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,6,302,229,TL,M,10083450,(null),(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,7,334,360,TL,F,10083513,(null),(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,8,315,350,TL,F,10083511,(null),(null),Y,
37038004,(null),9,3208,T,153,IN2023_V05,N35.1,153,10071351,9,320,393,TL,F,10083456,(null),(null),Y,
37439002,(null),3,414,T,153,IN2023_V05,N35.1,153,10071355,1,255,146,FL,(null),10083491,(null),(null),Y,
37439002,(null),3,414,T,153,IN2023_V05,N35.1,153,10071355,2,248,118,FL,(null),10083516,(null),(null),Y,
37439002,(null),3,414,T,153,IN2023_V05,N35.1,153,10071355,3,274,150,FL,(null),10083549,(null),(null),Y,
37445006,(null),1,116,T,153,IN2023_V05,N35.1,153,10071358,1,213,116,FL,(null),10083488,(null),(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,1,211,172,FL,(null),10083437,(null),(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,2,210,94,FL,(null),10083410,(null),(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,3,161,68,FL,(null),10083363,(null),(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,4,158,64,FL,(null),10083438,(null),(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,5,155,62,FL,(null),10083420,(null),(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,6,158,68,FL,(null),10083423,(null),(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,7,126,34,FL,(null),,bagged whole,(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,8,153,60,FL,(null),,bagged whole,(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,9,129,34,FL,(null),,bagged whole,(null),Y,
37287001,(null),183,7742,T,153,IN2023_V05,N35.1,153,10071357,10,191,122,FL,(null),10083402,(null),(null),Y,
37038903,(null),5,1354,T,153,IN2023_V05,N35.1,153,10071372,1,312,332,TL,F,10083395,(null),(null),Y,
37038903,(null),5,1354,T,153,IN2023_V05,N35.1,153,10071372,2,284,220,TL,F,10083425,(null),(null),Y,
37038903,(null),5,1354,T,153,IN2023_V05,N35.1,153,10071372,3,295,270,TL,M,10083430,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,1,185,107,FL,(null),10083459,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,2,190,116,FL,(null),10083590,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,3,195,124,FL,(null),10083755,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,4,290,120,FL,(null),10083759,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,5,189,108,FL,(null),10083753,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,6,195,111,FL,(null),10083752,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,7,196,114,FL,(null),10083620,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,8,199,113,FL,(null),10083787,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,9,205,145,FL,(null),10083756,(null),(null),Y,
37445006,(null),16,1933,T,156,IN2023_V05,N35.2,156,10071385,10,192,122,FL,(null),10083729,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,1,178,100,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,2,194,134,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,3,192,116,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,4,190,118,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,5,222,168,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,6,198,132,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,7,192,114,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,8,186,116,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,9,202,140,FL,(null),,(null),(null),Y,
37445005,(null),73,9020,T,156,IN2023_V05,N35.2,156,10071380,10,191,124,FL,(null),,(null),(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,1,179,128,FL,(null),10083419,(null),(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,2,177,115,FL,(null),10083389,(null),(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,3,202,161,FL,(null),10083387,(null),(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,4,185,105,FL,(null),10083388,(null),(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,5,162,88,FL,(null),10083441,(null),(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,6,105,21,FL,(null),,bagged whole,(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,7,105,28,FL,(null),,bagged whole,(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,8,106,21,FL,(null),,bagged whole,(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,9,120,31,FL,(null),,bagged whole,(null),Y,
37287001,(null),19,1228,T,156,IN2023_V05,N35.2,156,10071386,10,145,58,FL,(null),,bagged whole,(null),Y,
37038002,(null),2,694,T,156,IN2023_V05,N35.2,156,10071381,1,313,434,TL,F,10083686,(null),(null),Y,
37038002,(null),2,694,T,156,IN2023_V05,N35.2,156,10071381,2,245,260,TL,F,10083619,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,1,406,516,FL,(null),10083645,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,2,494,919,FL,(null),10083608,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,3,549,1341,FL,(null),10083641,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,4,376,449,FL,(null),10083582,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,5,409,571,FL,(null),10083433,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,6,362,357,FL,(null),10083589,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,7,250,116,FL,(null),10083657,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,8,304,239,FL,(null),10083781,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,9,298,204,FL,(null),10083659,(null),(null),Y,
37296001,(null),44,15207,T,156,IN2023_V05,N35.2,156,10071387,10,373,402,FL,(null),10083655,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,1,273,136,FL,(null),10083617,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,2,274,130,FL,(null),10083624,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,3,274,138,FL,(null),10083684,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,4,273,136,FL,(null),10083676,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,5,251,112,FL,(null),10083643,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,6,249,112,FL,(null),10083674,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,7,262,122,FL,(null),10083692,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,8,281,148,FL,(null),10083780,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,9,254,124,FL,(null),10083596,(null),(null),Y,
37439002,(null),33,4252,T,156,IN2023_V05,N35.2,156,10071384,10,265,124,FL,(null),10083694,(null),(null),Y,
37228002,(null),1,370,T,156,IN2023_V05,N35.2,156,10071382,1,437,370,FL,(null),10083598,(null),(null),Y,
37264002,(null),1,63,T,156,IN2023_V05,N35.2,156,10071389,1,158,63,FL,(null),,whole fish,(null),Y,
37264004,(null),2,709,T,156,IN2023_V05,N35.2,156,10071390,1,329,648,FL,(null),,(null),(null),Y,
37264004,(null),2,709,T,156,IN2023_V05,N35.2,156,10071390,2,142,61,FL,(null),,(null),(null),Y,
37038004,(null),5,1186,T,156,IN2023_V05,N35.2,156,10071383,1,321,308,TL,F,10083658,(null),(null),Y,
37038004,(null),5,1186,T,156,IN2023_V05,N35.2,156,10071383,2,346,466,TL,F,10083594,(null),(null),Y,
37038007,(null),2,576,T,156,IN2023_V05,N35.2,156,10071400,1,330,320,TL,M,10083586,(null),(null),Y,
37038007,(null),2,576,T,156,IN2023_V05,N35.2,156,10071400,2,288,256,TL,M,10083672,(null),(null),Y,
37038001,(null),1,262,T,156,IN2023_V05,N35.2,156,10071401,1,790,262,TL,M,10083646,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,1,270,124,FL,(null),10084124,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,2,274,138,FL,(null),10084157,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,3,265,122,FL,(null),10084093,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,4,266,150,FL,(null),10084123,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,5,304,174,FL,(null),10084156,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,6,262,110,FL,(null),10084065,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,7,268,140,FL,(null),10084152,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,8,276,138,FL,(null),10084161,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,9,277,146,FL,(null),10084099,(null),(null),Y,
37439002,(null),220,29058,T,152,IN2023_V05,N35.3,152,10071284,10,285,172,FL,(null),10084072,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,1,143,68,FL,(null),10083666,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,2,135,64,FL,(null),10083606,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,3,144,76,FL,(null),10083509,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,4,145,74,FL,(null),10083476,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,5,164,108,FL,(null),10083536,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,6,164,130,FL,(null),10084127,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,7,193,160,FL,(null),10083570,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,8,205,188,FL,(null),10083630,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,9,161,118,FL,(null),10083538,(null),(null),Y,
37258004,(null),31,3503,T,152,IN2023_V05,N35.3,152,10071273,10,136,64,FL,(null),10083475,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,1,217,178,FL,(null),10084061,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,2,126,32,FL,(null),,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,3,101,14,FL,(null),,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,4,186,128,FL,(null),10084088,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,5,200,134,FL,(null),10084058,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,6,206,178,FL,(null),10082896,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,7,137,52,FL,(null),,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,8,208,196,FL,(null),10084109,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,9,172,88,FL,(null),10084169,(null),(null),Y,
37287001,(null),47,6060,T,152,IN2023_V05,N35.3,152,10071285,10,126,34,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,1,200,121,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,2,195,122,FL,(null),,no gonad undeveloped,(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,3,210,146,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,4,195,125,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,5,204,140,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,6,193,111,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,7,199,139,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,8,201,135,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,9,187,120,FL,(null),,(null),(null),Y,
37445005,(null),48,5843,T,152,IN2023_V05,N35.3,152,10071302,10,204,145,FL,(null),,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,1,201,105,FL,(null),10083562,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,2,216,131,FL,(null),10083529,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,3,217,142,FL,(null),10083564,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,4,206,132,FL,(null),10083665,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,5,211,120,FL,(null),10083602,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,6,209,120,FL,(null),10083574,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,7,207,127,FL,(null),10083664,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,8,202,96,FL,(null),10083631,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,9,208,124,FL,(null),10083633,(null),(null),Y,
37445006,(null),14,1762,T,152,IN2023_V05,N35.3,152,10071295,10,207,128,FL,(null),10083601,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,1,411,562,FL,(null),10084131,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,2,355,344,FL,(null),10084070,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,3,364,362,FL,(null),10084128,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,4,363,322,FL,(null),10083560,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,5,320,244,FL,(null),10084103,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,6,370,528,FL,(null),10084133,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,7,371,460,FL,(null),10084075,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,8,462,714,FL,(null),10084108,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,9,510,1198,FL,(null),10084104,(null),(null),Y,
37296001,(null),19,7659,T,152,IN2023_V05,N35.3,152,10071286,10,428,805,FL,(null),10084168,(null),(null),Y,
37038002,(null),4,1425,T,152,IN2023_V05,N35.3,152,10071298,1,297,339,TL,F,10083504,(null),(null),Y,
37038002,(null),4,1425,T,152,IN2023_V05,N35.3,152,10071298,2,318,441,TL,M,10083567,(null),(null),Y,
37038004,(null),2,636,T,152,IN2023_V05,N35.3,152,10071300,1,283,202,TL,F,10083660,(null),(null),Y,
37038004,(null),2,636,T,152,IN2023_V05,N35.3,152,10071300,2,333,434,TL,F,10083565,(null),(null),Y,
37038007,(null),2,1,T,152,IN2023_V05,N35.3,152,10071308,1,295,301,TL,M,10083477,(null),(null),Y,
37296001,(null),2,1604,S,131,IN2023_V05,N37.1,131,10071143,1,460,708,FL,(null),10082302,shot 3,(null),Y,
37296001,(null),2,1604,S,131,IN2023_V05,N37.1,131,10071143,2,462,896,FL,(null),10082339,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,1,290,563,FL,(null),10082338,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,2,234,263,FL,(null),10082304,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,3,227,291,FL,(null),10081409,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,4,242,333,FL,(null),10081379,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,5,231,239,FL,(null),10082460,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,6,197,188,FL,(null),10082321,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,7,168,98,FL,(null),10082296,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,8,156,82,FL,(null),10082323,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,9,137,66,FL,(null),10082430,(null),(null),Y,
37287001,(null),20,3701,S,131,IN2023_V05,N37.1,131,10071134,10,111,32,FL,(null),10081331,whole fish,(null),Y,
37264004,(null),2,1354,S,131,IN2023_V05,N37.1,131,10071146,1,370,828,FL,(null),,(null),(null),Y,
37264004,(null),2,1354,S,131,IN2023_V05,N37.1,131,10071146,2,339,526,FL,(null),,(null),(null),Y,
37017001,(null),3,1728,T,131,IN2023_V05,N37.1,131,10071135,1,503,521,TL,M,10071135,(null),(null),Y,
37038007,(null),1,438,S,131,IN2023_V05,N37.1,131,10071148,1,343,438,TL,M,10082317,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,1,242,256,FL,(null),10081347,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,2,250,308,FL,(null),10082300,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,3,197,127,FL,(null),10082337,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,4,242,282,FL,(null),10082335,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,5,239,283,FL,(null),10082291,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,6,247,250,FL,(null),10082490,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,7,256,256,FL,(null),10081891,(null),check length weight measurements against expected relationship,Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,8,251,267,FL,(null),10082316,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,9,207,119,FL,(null),10081496,(null),(null),Y,
37445006,(null),31,8169,S,131,IN2023_V05,N37.1,131,10071137,10,264,322,FL,(null),10081465,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,1,322,289,FL,(null),10082327,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,2,261,114,FL,(null),10081376,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,3,269,125,FL,(null),10081356,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,4,296,196,FL,(null),10081375,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,5,311,164,FL,(null),10081406,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,6,292,163,FL,(null),10081337,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,7,274,105,FL,(null),10082297,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,8,293,167,FL,(null),10082298,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,9,240,77,FL,(null),10082328,(null),(null),Y,
37439002,(null),130,17981,S,131,IN2023_V05,N37.1,131,10071139,10,248,94,FL,(null),10082294,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,8,259,270,FL,(null),10081083,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,9,260,282,FL,(null),10081137,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,10,255,232,FL,(null),10082483,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,1,266,108,FL,(null),10081872,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,2,302,246,FL,(null),10082284,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,3,252,354,FL,(null),10081900,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,4,272,131,FL,(null),10081862,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,5,257,125,FL,(null),10081414,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,6,335,263,FL,(null),10081497,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,7,267,123,FL,(null),10081929,(null),(null),Y,
37439002,(null),8,1483,S,127,IN2023_V05,N37.2,127,10071099,8,283,133,FL,(null),10081860,(null),(null),Y,
37264004,(null),1,504,S,127,IN2023_V05,N37.2,127,10071100,1,317,504,FL,(null),,(null),(null),Y,
37038004,(null),3,1299,S,127,IN2023_V05,N37.2,127,10071094,1,333,388,TL,F,10081928,(null),(null),Y,
37038004,(null),3,1299,S,127,IN2023_V05,N37.2,127,10071094,2,382,587,TL,F,10082292,Female have pup,(null),Y,
37038004,(null),3,1299,S,127,IN2023_V05,N37.2,127,10071094,3,317,324,TL,M,10081385,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,1,204,152,FL,(null),10081877,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,2,234,232,FL,(null),10082016,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,3,229,195,FL,(null),10081957,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,4,223,191,FL,(null),10081987,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,5,201,192,FL,(null),10081906,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,6,177,93,FL,(null),10081896,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,7,199,133,FL,(null),10081498,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,8,172,92,FL,(null),10081349,(null),(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,9,168,82,FL,(null),10081875,whole fish,(null),Y,
37287001,(null),15,1804,S,127,IN2023_V05,N37.2,127,10071104,10,155,59,FL,(null),10081936,whole fish,(null),Y,
37038007,(null),2,740,S,127,IN2023_V05,N37.2,127,10071114,1,312,240,TL,F,10082449,(null),(null),Y,
37038007,(null),2,740,S,127,IN2023_V05,N37.2,127,10071114,2,383,500,TL,M,10081927,(null),(null),Y,
37038903,(null),1,26,S,127,IN2023_V05,N37.2,127,10071107,1,146,26,TL,F,10071107,whole fish,(null),Y,
37296001,(null),4,2922,S,127,IN2023_V05,N37.2,127,10071092,1,434,696,FL,(null),10081197,(null),(null),Y,
37296001,(null),4,2922,S,127,IN2023_V05,N37.2,127,10071092,2,452,678,FL,(null),10081988,(null),(null),Y,
37296001,(null),4,2922,S,127,IN2023_V05,N37.2,127,10071092,3,405,652,FL,(null),10082282,(null),(null),Y,
37296001,(null),4,2922,S,127,IN2023_V05,N37.2,127,10071092,4,487,896,FL,(null),10081304,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,1,273,324,FL,(null),10082283,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,2,298,394,FL,(null),10081440,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,3,280,380,FL,(null),10081868,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,4,270,308,FL,(null),10081415,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,5,277,332,FL,(null),10082512,(null),(null),Y,
37445006,(null),10,3090,S,127,IN2023_V05,N37.2,127,10071093,6,267,290,FL,(null),10082017,(null),(null),Y,
