SPCODE,OTU_NAME,COUNT,WT_G,T_FIELD,OPER_ID,VOYAGE_ID,SITE_ID,VYG_OPN_NO,SPECIES_BARCODE,FISH_NO,LENGTH_MM,WEIGHT_G,LENGTH_CODE,SEX_CODE,TISSUE,BIOLOGICALS_COMMENTS,FISH_COMMENTS,DISSECTED_AT_SEA_Y_N,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,1,277,108,FL,(null),10084537,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,2,266,118,FL,(null),10084599,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,3,288,128,FL,(null),10084536,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,4,269,106,FL,(null),10084571,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,5,283,120,FL,(null),10084606,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,6,279,152,FL,(null),10084598,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,7,277,126,FL,(null),10084546,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,8,265,94,FL,(null),10084573,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,9,257,106,FL,(null),10084517,(null),(null),Y,
37439002,(null),2599,277936,T,187,IN2023_V05,N23.2,187,10071609,10,255,100,FL,(null),10084425,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,1,502,960,FL,(null),10084710,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,2,513,1030,FL,(null),10084650,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,3,618,1946,FL,(null),10084540,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,4,550,1326,FL,(null),10084510,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,5,582,1782,FL,(null),10084706,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,6,583,1776,FL,(null),10084565,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,7,580,1620,FL,(null),10084592,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,8,558,1474,FL,(null),10084596,(null),(null),Y,
37296001,(null),15,22552,T,187,IN2023_V05,N23.2,187,10071621,9,558,1614,FL,(null),10084648,(null),(null),Y,
37038004,(null),6,1785,T,191,IN2023_V05,N23.3,191,10071666,1,284,245,TL,F,10084192,(null),(null),Y,
37038004,(null),6,1785,T,191,IN2023_V05,N23.3,191,10071666,2,288,255,TL,M,10084249,(null),(null),Y,
37038004,(null),6,1785,T,191,IN2023_V05,N23.3,191,10071666,3,338,330,TL,M,10084191,(null),(null),Y,
37038004,(null),6,1785,T,191,IN2023_V05,N23.3,191,10071666,4,353,430,TL,F,10084188,(null),(null),Y,
37038004,(null),6,1785,T,191,IN2023_V05,N23.3,191,10071666,5,275,210,TL,M,10084253,(null),(null),Y,
37038002,(null),6,2644,T,191,IN2023_V05,N23.3,191,10071649,1,280,308,TL,F,10084193,(null),(null),Y,
37038002,(null),6,2644,T,191,IN2023_V05,N23.3,191,10071649,2,338,616,TL,F,10084221,(null),(null),Y,
37038002,(null),6,2644,T,191,IN2023_V05,N23.3,191,10071649,3,341,562,TL,F,10084279,(null),(null),Y,
37038002,(null),6,2644,T,191,IN2023_V05,N23.3,191,10071649,4,321,450,TL,M,10084189,(null),(null),Y,
37038002,(null),6,2644,T,191,IN2023_V05,N23.3,191,10071649,5,305,388,TL,F,10084259,(null),(null),Y,
37038002,(null),6,2644,T,191,IN2023_V05,N23.3,191,10071649,6,278,320,TL,F,10084256,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,1,349,785,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,2,373,835,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,3,314,545,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,4,476,1945,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,5,378,990,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,6,429,1355,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,7,412,1355,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,8,375,980,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,9,363,960,FL,(null),,(null),(null),Y,
37264004,(null),13,13840,T,191,IN2023_V05,N23.3,191,10071669,10,401,1170,FL,(null),,(null),(null),Y,
37445006,(null),14,2757,T,191,IN2023_V05,N23.3,191,10071676,1,241,203,FL,(null),10084307,(null),(null),Y,
37445006,(null),14,2757,T,191,IN2023_V05,N23.3,191,10071676,2,261,270,FL,(null),10084330,(null),(null),Y,
37445006,(null),14,2757,T,191,IN2023_V05,N23.3,191,10071676,3,235,197,FL,(null),10084329,(null),(null),Y,
37287093,(null),16,5562,T,43,IN2023_V05,N7.2,43,10070372,8,240,225,FL,M,10081453,(null),(null),Y,
37038007,(null),1,327,T,43,IN2023_V05,N7.2,43,10070374,1,326,327,TL,M,10081794,(null),(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,1,387,350,FL,M,,(null),(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,2,278,125,FL,F,,immature,(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,3,268,122,FL,U,,(null),(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,4,375,331,FL,U,,(null),(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,5,386,358,FL,F,,immature,(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,6,258,98,FL,U,,(null),(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,7,263,109,FL,U,,(null),(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,8,295,160,FL,U,,(null),(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,9,390,370,FL,M,,immature,(null),Y,
37439002,(null),175,32384,T,43,IN2023_V05,N7.2,43,10070385,10,272,115,FL,U,,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,1,330,278,FL,M,10081842,start op 46,(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,2,407,538,FL,F,10081429,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,3,358,304,FL,M,10081397,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,4,301,182,FL,F,10081729,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,5,422,512,FL,F,10081460,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,6,424,556,FL,F,10081395,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,7,428,580,FL,F,10081654,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,8,442,558,FL,F,10081683,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,9,415,508,FL,F,10081819,(null),(null),Y,
37296001,(null),139,54676,T,46,IN2023_V05,N7.3,46,10070390,10,443,674,FL,F,10081849,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,1,262,95,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,2,259,109,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,3,286,143,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,5,265,116,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,6,273,125,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,7,271,125,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,8,281,140,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,9,257,104,FL,U,,(null),(null),Y,
37439002,(null),207,24809,T,46,IN2023_V05,N7.3,46,10070398,10,248,105,FL,U,,(null),(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,1,319,331,TL,M,10081857,(null),(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,2,308,309,TL,F,10081516,(null),(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,3,440,441,TL,F,10081549,pupping,(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,4,303,307,TL,M,10081827,(null),(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,5,308,331,TL,F,10081531,small eggs,(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,6,314,302,TL,M,10081591,(null),(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,7,321,362,TL,M,10081592,(null),(null),Y,
37038007,(null),9,2775,T,46,IN2023_V05,N7.3,46,10070399,8,229,123,TL,F,10081546,immature,(null),Y,
37038004,(null),3,826,T,46,IN2023_V05,N7.3,46,10070392,1,331,318,TL,F,10081609,developing eggs,(null),Y,
37038004,(null),3,826,T,46,IN2023_V05,N7.3,46,10070392,2,297,228,TL,F,10081579,developing eggs,(null),Y,
37038004,(null),3,826,T,46,IN2023_V05,N7.3,46,10070392,3,302,280,TL,M,10081548,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,1,400,759,TL,M,10081653,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,2,505,1559,TL,M,10081708,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,3,438,1012,TL,F,10081738,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,4,420,914,TL,M,10081678,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,5,400,858,TL,F,10081737,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,6,435,998,TL,M,10081647,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,7,402,723,TL,M,10081450,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,8,441,1195,TL,M,10081509,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,9,596,2760,TL,M,10081593,(null),(null),Y,
37038001,(null),26,32948,T,46,IN2023_V05,N7.3,46,10070400,10,412,855,TL,M,10081564,(null),(null),Y,
37264004,(null),1,292,T,46,IN2023_V05,N7.3,46,10070396,1,270,292,FL,(null),10081624,(null),(null),Y,
37038002,(null),5,1322,T,46,IN2023_V05,N7.3,46,10070397,1,299,346,TL,F,10081519,small eggs,(null),Y,
37038002,(null),5,1322,T,46,IN2023_V05,N7.3,46,10070397,2,265,300,TL,F,10081535,small eggs,(null),Y,
37038002,(null),5,1322,T,46,IN2023_V05,N7.3,46,10070397,3,248,248,TL,M,10081568,(null),check length weight measurements against expected relationship,Y,
37038002,(null),5,1322,T,46,IN2023_V05,N7.3,46,10070397,4,224,146,TL,M,10081565,(null),(null),Y,
37038002,(null),5,1322,T,46,IN2023_V05,N7.3,46,10070397,5,210,282,TL,F,10081530,immature,(null),Y,
37445006,(null),2,302,T,46,IN2023_V05,N7.3,46,10070425,1,225,160,FL,(null),10081538,(null),(null),Y,
37445006,(null),2,302,T,46,IN2023_V05,N7.3,46,10070425,2,217,142,FL,(null),10081567,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,1,212,110,FL,(null),10081610,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,2,205,138,FL,(null),10081580,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,3,200,122,FL,(null),10081550,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,4,198,122,FL,(null),10081520,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,5,217,144,FL,(null),10081605,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,6,212,138,FL,(null),10081575,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,7,234,174,FL,(null),10081541,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,8,178,76,FL,(null),10081588,(null),(null),Y,
37287093,(null),13,1350,T,46,IN2023_V05,N7.3,46,10070426,9,113,22,FL,(null),10081576,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,1,456,316,FL,(null),10081735,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,2,487,340,FL,(null),10081649,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,3,451,278,FL,(null),10081679,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,4,460,300,FL,(null),10081644,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,5,442,292,FL,(null),10081674,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,6,378,170,FL,(null),10081704,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,7,308,96,FL,(null),10081734,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,8,447,284,FL,(null),10081443,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,9,436,256,FL,(null),10081739,(null),(null),Y,
37227001,(null),1402,409060,T,53,IN2023_V05,N9.1,53,10070434,10,835,1578,FL,(null),10081655,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,1,680,1200,FL,(null),10081672,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,2,650,1535,FL,(null),10081736,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,3,705,1253,FL,(null),10081731,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,4,620,751,FL,(null),10082212,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,5,648,721,FL,(null),10082255,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,6,618,488,FL,(null),10081701,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,7,755,1227,FL,(null),10082254,(null),(null),Y,
37228002,(null),8,10973,T,53,IN2023_V05,N9.1,53,10070446,8,852,3798,FL,(null),10082180,(null),(null),Y,
37038002,(null),1,190,T,53,IN2023_V05,N9.1,53,10070436,1,228,190,TL,F,10081642,developing eggs,(null),Y,
37445006,(null),3,2582,T,53,IN2023_V05,N9.1,53,10070439,1,387,906,FL,(null),10081702,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,1,415,1126,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,2,329,540,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,3,306,466,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,4,239,172,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,5,296,436,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,6,279,344,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,7,156,54,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,8,204,130,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,9,183,90,FL,(null),,(null),(null),Y,
37287093,(null),13,4108,T,53,IN2023_V05,N9.1,53,10070438,10,273,288,FL,(null),,(null),(null),Y,
37439002,(null),8,2014,T,53,IN2023_V05,N9.1,53,10070456,1,396,373,FL,(null),,(null),(null),Y,
37439002,(null),8,2014,T,53,IN2023_V05,N9.1,53,10070456,2,449,542,FL,(null),,(null),(null),Y,
37439002,(null),8,2014,T,53,IN2023_V05,N9.1,53,10070456,3,301,154,FL,(null),,(null),(null),Y,
37439002,(null),8,2014,T,53,IN2023_V05,N9.1,53,10070456,4,264,124,FL,(null),,(null),(null),Y,
37439002,(null),8,2014,T,53,IN2023_V05,N9.1,53,10070456,5,240,85,FL,(null),,(null),(null),Y,
37439002,(null),8,2014,T,53,IN2023_V05,N9.1,53,10070456,6,276,136,FL,(null),,(null),(null),Y,
37228002,(null),6,8580,T,54,IN2023_V05,N9.3,54,10070471,1,747,1956,FL,(null),10082116,(null),(null),Y,
37228002,(null),6,8580,T,54,IN2023_V05,N9.3,54,10070471,2,572,1388,FL,(null),10082085,(null),(null),Y,
37228002,(null),6,8580,T,54,IN2023_V05,N9.3,54,10070471,3,708,1784,FL,(null),10082006,(null),(null),Y,
37228002,(null),6,8580,T,54,IN2023_V05,N9.3,54,10070471,4,657,1388,FL,(null),10082086,(null),(null),Y,
37228002,(null),6,8580,T,54,IN2023_V05,N9.3,54,10070471,5,575,1022,FL,(null),10082091,(null),(null),Y,
37228002,(null),6,8580,T,54,IN2023_V05,N9.3,54,10070471,6,469,1042,FL,(null),10082121,(null),(null),Y,
37287093,(null),8,4786,T,54,IN2023_V05,N9.3,54,10070474,1,302,425,FL,(null),10082078,(null),(null),Y,
37287093,(null),8,4786,T,54,IN2023_V05,N9.3,54,10070474,2,408,1046,FL,(null),10082107,(null),(null),Y,
37287093,(null),8,4786,T,54,IN2023_V05,N9.3,54,10070474,3,380,825,FL,(null),10082048,(null),(null),Y,
37287093,(null),8,4786,T,54,IN2023_V05,N9.3,54,10070474,4,314,519,FL,(null),10082047,(null),(null),Y,
37287093,(null),8,4786,T,54,IN2023_V05,N9.3,54,10070474,5,405,1142,FL,(null),10082046,(null),(null),Y,
37287093,(null),8,4786,T,54,IN2023_V05,N9.3,54,10070474,6,347,651,FL,(null),10082076,(null),(null),Y,
37287093,(null),8,4786,T,54,IN2023_V05,N9.3,54,10070474,7,230,175,FL,(null),10082106,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,1,923,2898,FL,(null),10081976,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,2,810,1830,FL,(null),10082055,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,3,483,366,FL,(null),10082115,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,4,680,922,FL,(null),10082118,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,5,330,130,FL,(null),10082088,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,6,330,132,FL,(null),10082119,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,7,792,1744,FL,(null),10082058,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,8,812,2126,FL,(null),10082089,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,9,326,142,FL,(null),10082059,(null),(null),Y,
37227001,(null),11,13706,T,54,IN2023_V05,N9.3,54,10070470,10,712,1530,FL,(null),10082120,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,1,421,378,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,2,277,90,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,3,256,76,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,4,310,136,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,5,268,86,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,6,296,114,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,7,276,90,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,8,295,136,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,9,276,114,FL,(null),,(null),(null),Y,
37439002,(null),16,1880,T,54,IN2023_V05,N9.3,54,10070469,10,291,138,FL,(null),,(null),(null),Y,
37440002,(null),5,8014,T,54,IN2023_V05,N9.3,54,10070487,1,1370,2588,FL,(null),10082070,(null),(null),Y,
37440002,(null),5,8014,T,54,IN2023_V05,N9.3,54,10070487,2,1099,1154,FL,(null),10082040,(null),(null),Y,
37440002,(null),5,8014,T,54,IN2023_V05,N9.3,54,10070487,3,1190,1550,FL,(null),10082036,(null),(null),Y,
37440002,(null),5,8014,T,54,IN2023_V05,N9.3,54,10070487,4,1245,1622,FL,(null),10081961,(null),(null),Y,
37228002,(null),6,26620,T,57,IN2023_V05,N9.2,57,10070504,1,1175,9860,FL,(null),10082030,shot 3,(null),Y,
37228002,(null),6,26620,T,57,IN2023_V05,N9.2,57,10070504,2,1080,7700,FL,(null),10082084,(null),(null),Y,
37228002,(null),6,26620,T,57,IN2023_V05,N9.2,57,10070504,3,850,4440,FL,(null),10082068,(null),tail bitten off by seals,Y,
37228002,(null),6,26620,T,57,IN2023_V05,N9.2,57,10070504,4,610,1880,FL,(null),10082124,(null),tail bitten off by seals,Y,
37228002,(null),6,26620,T,57,IN2023_V05,N9.2,57,10070504,5,683,1380,FL,(null),10082093,(null),(null),Y,
37228002,(null),6,26620,T,57,IN2023_V05,N9.2,57,10070504,6,666,1360,FL,(null),10082090,(null),(null),Y,
37287093,(null),6,966,T,57,IN2023_V05,N9.2,57,10070505,1,323,541,FL,(null),,samples mixed up, and discarded,(null),Y
37287093,(null),6,966,T,57,IN2023_V05,N9.2,57,10070505,2,155,54,FL,(null),,samples mixed up, and discarded,(null),Y
37287093,(null),6,966,T,57,IN2023_V05,N9.2,57,10070505,3,198,116,FL,(null),,samples mixed up, and discarded,(null),Y
37287093,(null),6,966,T,57,IN2023_V05,N9.2,57,10070505,4,212,147,FL,(null),,samples mixed up, and discarded,(null),Y
37287093,(null),6,966,T,57,IN2023_V05,N9.2,57,10070505,5,110,19,FL,(null),,samples mixed up, and discarded,(null),Y
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,1,304,90,FL,(null),10082139,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,2,660,882,FL,(null),10082190,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,3,436,280,FL,(null),10082130,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,4,858,2256,FL,(null),10082171,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,5,333,122,FL,(null),10082053,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,6,546,620,FL,(null),10082114,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,7,336,128,FL,(null),10082258,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,8,359,306,FL,(null),10082117,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,9,308,86,FL,(null),10082228,(null),(null),Y,
37227001,(null),27,17382,T,57,IN2023_V05,N9.2,57,10070491,10,670,882,FL,(null),10082200,(null),(null),Y,
37296001,(null),9,2534,T,64,IN2023_V05,N11.1,64,10070546,1,348,264,FL,(null),,(null),(null),Y,
37296001,(null),9,2534,T,64,IN2023_V05,N11.1,64,10070546,2,287,152,FL,(null),,(null),(null),Y,
37296001,(null),9,2534,T,64,IN2023_V05,N11.1,64,10070546,3,452,774,FL,(null),,(null),(null),Y,
37296001,(null),9,2534,T,64,IN2023_V05,N11.1,64,10070546,4,432,618,FL,(null),,(null),(null),Y,
37296001,(null),9,2534,T,64,IN2023_V05,N11.1,64,10070546,5,282,136,FL,(null),,(null),(null),Y,
37296001,(null),9,2534,T,64,IN2023_V05,N11.1,64,10070546,6,293,164,FL,(null),,(null),(null),Y,
37296001,(null),9,2534,T,64,IN2023_V05,N11.1,64,10070546,7,350,274,FL,(null),,(null),(null),Y,
37038004,(null),11,2220,T,64,IN2023_V05,N11.1,64,10070540,1,298,246,TL,F,10082257,(null),(null),Y,
37038004,(null),11,2220,T,64,IN2023_V05,N11.1,64,10070540,2,249,132,TL,F,10081730,immature,(null),Y,
37038004,(null),11,2220,T,64,IN2023_V05,N11.1,64,10070540,3,255,165,TL,F,10082195,(null),(null),Y,
37038004,(null),11,2220,T,64,IN2023_V05,N11.1,64,10070540,4,318,335,TL,M,10082238,(null),(null),Y,
37038004,(null),11,2220,T,64,IN2023_V05,N11.1,64,10070540,5,309,295,TL,F,10082082,(null),(null),Y,
37038004,(null),11,2220,T,64,IN2023_V05,N11.1,64,10070540,6,264,180,TL,M,10082202,(null),(null),Y,
37038004,(null),11,2220,T,64,IN2023_V05,N11.1,64,10070540,7,311,243,TL,M,10082170,(null),(null),Y,
37038001,(null),2,3224,T,64,IN2023_V05,N11.1,64,10070541,1,590,2750,TL,M,10081725,(null),(null),Y,
37038001,(null),2,3224,T,64,IN2023_V05,N11.1,64,10070541,2,339,474,TL,F,10082143,immature,(null),Y,
37445006,(null),4,444,T,64,IN2023_V05,N11.1,64,10070553,1,199,106,FL,(null),10081726,otolith with tissue,(null),Y,
37445006,(null),4,444,T,64,IN2023_V05,N11.1,64,10070553,2,223,125,FL,(null),10081695,otolith with tissue,(null),Y,
37445006,(null),4,444,T,64,IN2023_V05,N11.1,64,10070553,3,204,99,FL,(null),10082144,(null),(null),Y,
37445006,(null),4,444,T,64,IN2023_V05,N11.1,64,10070553,4,207,114,FL,(null),10082174,otolith with tissue,(null),Y,
37038014,(null),4,9650,T,64,IN2023_V05,N11.1,64,10070568,4,678,3238,TL,F,10082001,(null),(null),Y,
37038007,(null),17,5030,T,65,IN2023_V05,N11.3,65,10070596,1,372,475,TL,F,10081975,pupping,(null),Y,
