VOYAGE,SAMPLE_TYPE,SAMPLE_BARCODE,PLATE_CODE,SURVEY_OPS,SAMPLE_DATETIME,SAMPLE_LATITUDE_DD,SAMPLE_LONGIDUDE_DD,SAMPLE_DEPTH_M,FISH_NO,SPCODE,SCIENTIFIC_NAME,COMMON_NAME,LENGTH_MM,LENGTH_CODE,WEIGHT_G,SEX_CODE,STAGE
IN2023_V05,tissue,10084592,2_A9,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,7,37296001,Platycephalus richardsoni,Tiger Flathead,580,FL,1620,,
IN2023_V05,tissue,10084596,2_A10,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,8,37296001,Platycephalus richardsoni,Tiger Flathead,558,FL,1474,,
IN2023_V05,tissue,10084650,2_B1,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,2,37296001,Platycephalus richardsoni,Tiger Flathead,513,FL,1030,,
IN2023_V05,tissue,10084706,2_B2,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,5,37296001,Platycephalus richardsoni,Tiger Flathead,582,FL,1782,,
IN2024_V03,muscle,10093223,2_B3,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,4,37296001,Platycephalus richardsoni,Tiger Flathead,577,FL,1596,F,
IN2024_V03,muscle,10093303,2_B4,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,5,37296001,Platycephalus richardsoni,Tiger Flathead,567,FL,1570,F,
IN2024_V03,muscle,10094863,2_B5,IN2024_V03_164,20/05/2024 11:09,-38.165202,149.652505,237.5,3,37296001,Platycephalus richardsoni,Tiger Flathead,571,FL,1476,,
IN2024_V03,muscle,10092526,2_B6,IN2024_V03_131,15/05/2024 8:04,-38.109721,149.321603,151.5,2,37296001,Platycephalus richardsoni,Tiger Flathead,415,FL,499,,
IN2024_V03,muscle,10094841,2_B7,IN2024_V03_166,20/05/2024 17:03,-38.102355,149.540298,147,4,37296001,Platycephalus richardsoni,Tiger Flathead,453,FL,846,,
IN2024_V03,muscle,10094496,2_B8,IN2024_V03_162,20/05/2024 6:55,-38.093468,149.693281,151.4,5,37296001,Platycephalus richardsoni,Tiger Flathead,418,FL,590,,
IN2024_V03,muscle,10094567,2_B9,IN2024_V03_162,20/05/2024 6:55,-38.093468,149.693281,151.4,4,37296001,Platycephalus richardsoni,Tiger Flathead,479,FL,1011,,
IN2024_V03,muscle,10094570,2_B10,IN2024_V03_162,20/05/2024 6:55,-38.093468,149.693281,151.4,3,37296001,Platycephalus richardsoni,Tiger Flathead,392,FL,512,,
IN2023_V05,tissue,10083806,2_C1,IN2023_V05_163,17/07/2023 7:13,-37.911535,150.049456,257.7,4,37296001,Platycephalus richardsoni,Tiger Flathead,501,FL,1013,,
IN2023_V05,tissue,10084020,2_C2,IN2023_V05_163,17/07/2023 7:13,-37.911535,150.049456,257.7,7,37296001,Platycephalus richardsoni,Tiger Flathead,576,FL,1465,,
IN2024_V03,muscle,10096102,2_C3,IN2024_V03_186,22/05/2024 13:45,-37.733376,150.066029,138.3,3,37296001,Platycephalus richardsoni,Tiger Flathead,402,FL,513,M,
IN2023_V05,tissue,10081867,2_C4,IN2023_V05_141,15/07/2023 7:25,-37.733183,150.068486,141.5,9,37296001,Platycephalus richardsoni,Tiger Flathead,485,FL,800,,
IN2023_V05,tissue,10083386,2_C5,IN2023_V05_141,15/07/2023 7:25,-37.733183,150.068486,141.5,4,37296001,Platycephalus richardsoni,Tiger Flathead,461,FL,774,,
IN2023_V05,tissue,10082373,2_C6,IN2023_V05_145,15/07/2023 14:34,-37.700167,150.128705,161.4,4,37296001,Platycephalus richardsoni,Tiger Flathead,478,FL,878,,
IN2023_V05,tissue,10083582,2_C7,IN2023_V05_156,16/07/2023 14:37,-37.670804,149.962068,109.6,4,37296001,Platycephalus richardsoni,Tiger Flathead,376,FL,449,,2
IN2023_V05,tissue,10083645,2_C8,IN2023_V05_156,16/07/2023 14:37,-37.670804,149.962068,109.6,1,37296001,Platycephalus richardsoni,Tiger Flathead,406,FL,516,,
IN2023_V05,tissue,10083560,2_C9,IN2023_V05_152,16/07/2023 7:02,-37.655003,149.987086,107.8,4,37296001,Platycephalus richardsoni,Tiger Flathead,363,FL,322,,
IN2023_V05,tissue,10083522,2_C10,IN2023_V05_153,16/07/2023 9:55,-37.617319,149.908929,103.1,9,37296001,Platycephalus richardsoni,Tiger Flathead,229,FL,75,,
IN2024_V03,muscle,10096806,2_D1,IN2024_V03_193,23/05/2024 6:58,-37.593918,150.204906,159.1,2,37296001,Platycephalus richardsoni,Tiger Flathead,488,FL,873,,
IN2024_V03,muscle,10096900,2_D2,IN2024_V03_193,23/05/2024 6:58,-37.593918,150.204906,159.1,4,37296001,Platycephalus richardsoni,Tiger Flathead,436,FL,667,,
IN2024_V03,muscle,10093262,2_D3,IN2024_V03_160,19/05/2024 16:44,-37.447453,150.261019,155.5,4,37296001,Platycephalus richardsoni,Tiger Flathead,389,FL,519,F,
IN2023_V05,tissue,10083276,2_D4,IN2023_V05_079,8/07/2023 9:47,-37.329757,150.077422,88.62,9,37296001,Platycephalus richardsoni,Tiger Flathead,144,FL,18,,
IN2024_V03,muscle,10093822,2_D5,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,5,37296001,Platycephalus richardsoni,Tiger Flathead,328,FL,232,,
IN2024_V03,muscle,10093935,2_D6,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,7,37296001,Platycephalus richardsoni,Tiger Flathead,288,FL,146,,
IN2024_V03,muscle,10093541,2_D7,IN2024_V03_149,17/05/2024 6:50,-37.291586,150.290646,181.6,1,37296001,Platycephalus richardsoni,Tiger Flathead,426,FL,624,,
IN2024_V03,muscle,10097888,2_D8,IN2024_V03_206,24/05/2024 13:11,-37.163332,150.351226,270.1,3,37296001,Platycephalus richardsoni,Tiger Flathead,470,FL,820,F,
IN2024_V03,muscle,10093625,2_D9,IN2024_V03_139,16/05/2024 10:54,-37.121335,150.233585,144,3,37296001,Platycephalus richardsoni,Tiger Flathead,369,FL,386,,
IN2024_V03,muscle,10093655,2_D10,IN2024_V03_139,16/05/2024 10:54,-37.121335,150.233585,144,7,37296001,Platycephalus richardsoni,Tiger Flathead,355,FL,372,,
IN2024_V03,muscle,10093850,2_E1,IN2024_V03_139,16/05/2024 10:54,-37.121335,150.233585,144,10,37296001,Platycephalus richardsoni,Tiger Flathead,319,FL,234,,
IN2024_V03,muscle,10096368,2_E2,IN2024_V03_212,25/05/2024 7:03,-36.95673,150.056586,75.6,12,37296001,Platycephalus richardsoni,Tiger Flathead,308,FL,196,,
IN2024_V03,muscle,10096395,2_E3,IN2024_V03_212,25/05/2024 7:03,-36.95673,150.056586,75.6,4,37296001,Platycephalus richardsoni,Tiger Flathead,265,FL,129,,
IN2023_V05,tissue,10082761,2_E4,IN2023_V05_114,13/07/2023 8:44,-36.944279,150.098437,93.59,5,37296001,Platycephalus richardsoni,Tiger Flathead,285,FL,172,,
IN2023_V05,tissue,10082805,2_E5,IN2023_V05_114,13/07/2023 8:44,-36.944279,150.098437,93.59,1,37296001,Platycephalus richardsoni,Tiger Flathead,347,FL,314,,
IN2023_V05,tissue,10082906,2_E6,IN2023_V05_114,13/07/2023 8:44,-36.944279,150.098437,93.59,6,37296001,Platycephalus richardsoni,Tiger Flathead,278,FL,149,,
IN2023_V05,tissue,10082909,2_E7,IN2023_V05_114,13/07/2023 8:44,-36.944279,150.098437,93.59,7,37296001,Platycephalus richardsoni,Tiger Flathead,299,FL,192,,
IN2024_V03,muscle,10096433,2_E8,IN2024_V03_214,25/05/2024 10:24,-36.92105,150.105046,84.81,4,37296001,Platycephalus richardsoni,Tiger Flathead,338,FL,331,F,
IN2024_V03,muscle,10096469,2_E9,IN2024_V03_214,25/05/2024 10:24,-36.92105,150.105046,84.81,3,37296001,Platycephalus richardsoni,Tiger Flathead,332,FL,271,F,
IN2023_V05,tissue,10082646,2_E10,IN2023_V05_113,13/07/2023 6:47,-36.917546,150.127732,101.1,3,37296001,Platycephalus richardsoni,Tiger Flathead,366,FL,424,,
IN2023_V05,tissue,10082674,2_F1,IN2023_V05_113,13/07/2023 6:47,-36.917546,150.127732,101.1,2,37296001,Platycephalus richardsoni,Tiger Flathead,433,FL,587,,
IN2023_V05,tissue,10082780,2_F2,IN2023_V05_113,13/07/2023 6:47,-36.917546,150.127732,101.1,8,37296001,Platycephalus richardsoni,Tiger Flathead,316,FL,230,,
IN2023_V05,tissue,10082801,2_F3,IN2023_V05_113,13/07/2023 6:47,-36.917546,150.127732,101.1,5,37296001,Platycephalus richardsoni,Tiger Flathead,354,FL,348,,
IN2024_V03,muscle,10095171,2_F4,IN2024_V03_225,26/05/2024 10:18,-36.895624,150.161149,107.3,4,37296001,Platycephalus richardsoni,Tiger Flathead,380,FL,354,,
IN2024_V03,muscle,10095291,2_F5,IN2024_V03_225,26/05/2024 10:18,-36.895624,150.161149,107.3,3,37296001,Platycephalus richardsoni,Tiger Flathead,392,FL,402,,
IN2024_V03,muscle,10095219,2_F6,IN2024_V03_223,26/05/2024 6:54,-36.860557,150.295874,144.2,1,37296001,Platycephalus richardsoni,Tiger Flathead,542,FL,1200,,
IN2024_V03,muscle,10095231,2_F7,IN2024_V03_223,26/05/2024 6:54,-36.860557,150.295874,144.2,2,37296001,Platycephalus richardsoni,Tiger Flathead,518,FL,1089,,
IN2024_V03,muscle,10096750,2_F8,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,4,37296001,Platycephalus richardsoni,Tiger Flathead,344,FL,300,,
IN2024_V03,muscle,10096766,2_F9,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,5,37296001,Platycephalus richardsoni,Tiger Flathead,342,FL,324,,
IN2024_V03,muscle,10096777,2_F10,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,2,37296001,Platycephalus richardsoni,Tiger Flathead,342,FL,302,,
IN2024_V03,muscle,10097909,2_G1,IN2024_V03_235,27/05/2024 10:42,-36.593615,150.084005,62.87,1,37296001,Platycephalus richardsoni,Tiger Flathead,370,FL,363,F,
IN2024_V03,muscle,10098029,2_G2,IN2024_V03_235,27/05/2024 10:42,-36.593615,150.084005,62.87,2,37296001,Platycephalus richardsoni,Tiger Flathead,343,FL,312,F,
IN2024_V03,muscle,10097587,2_G3,IN2024_V03_237,27/05/2024 13:52,-36.555778,150.153926,98.87,3,37296001,Platycephalus richardsoni,Tiger Flathead,377,FL,441,M,
IN2024_V03,muscle,10097628,2_G4,IN2024_V03_237,27/05/2024 13:52,-36.555778,150.153926,98.87,5,37296001,Platycephalus richardsoni,Tiger Flathead,362,FL,353,F,
IN2024_V03,muscle,10097810,2_G5,IN2024_V03_237,27/05/2024 13:52,-36.555778,150.153926,98.87,2,37296001,Platycephalus richardsoni,Tiger Flathead,400,FL,579,M,
IN2024_V03,muscle,10097573,2_G6,IN2024_V03_238,27/05/2024 16:10,-36.52339,150.282853,145.2,3,37296001,Platycephalus richardsoni,Tiger Flathead,514,FL,1270,F,
IN2024_V03,muscle,10097663,2_G7,IN2024_V03_238,27/05/2024 16:10,-36.52339,150.282853,145.2,1,37296001,Platycephalus richardsoni,Tiger Flathead,441,FL,729,M,
IN2024_V03,muscle,10097629,2_G8,IN2024_V03_233,27/05/2024 6:54,-36.509593,150.136177,77.58,4,37296001,Platycephalus richardsoni,Tiger Flathead,343,FL,353,,
IN2024_V03,muscle,10097692,2_G9,IN2024_V03_233,27/05/2024 6:54,-36.509593,150.136177,77.58,1,37296001,Platycephalus richardsoni,Tiger Flathead,307,FL,200,,
IN2024_V03,muscle,10097266,2_G10,IN2024_V03_244,28/05/2024 6:58,-36.396284,150.258536,128.1,5,37296001,Platycephalus richardsoni,Tiger Flathead,366,FL,391,,
IN2024_V03,muscle,10097906,2_H1,IN2024_V03_244,28/05/2024 6:58,-36.396284,150.258536,128.1,4,37296001,Platycephalus richardsoni,Tiger Flathead,404,FL,548,,
IN2024_V03,muscle,10098084,2_H2,IN2024_V03_244,28/05/2024 6:58,-36.396284,150.258536,128.1,1,37296001,Platycephalus richardsoni,Tiger Flathead,425,FL,593,,
IN2023_V05,tissue,10082919,2_H3,IN2023_V05_097,10/07/2023 7:14,-36.365783,150.31969,218.8,1,37296001,Platycephalus richardsoni,Tiger Flathead,473,FL,796,,
IN2023_V05,tissue,10082957,2_H4,IN2023_V05_097,10/07/2023 7:14,-36.365783,150.31969,218.8,2,37296001,Platycephalus richardsoni,Tiger Flathead,471,FL,884,,
IN2023_V05,tissue,10083059,2_H5,IN2023_V05_097,10/07/2023 7:14,-36.365783,150.31969,218.8,3,37296001,Platycephalus richardsoni,Tiger Flathead,272,FL,168,,
IN2024_V03,muscle,10098695,2_H6,IN2024_V03_256,29/05/2024 10:23,-36.26531,150.331339,142.2,1,37296001,Platycephalus richardsoni,Tiger Flathead,381,FL,468,F,
IN2024_V03,muscle,10098752,2_H7,IN2024_V03_256,29/05/2024 10:23,-36.26531,150.331339,142.2,3,37296001,Platycephalus richardsoni,Tiger Flathead,470,FL,762,F,
IN2024_V03,muscle,10098224,2_H8,IN2024_V03_258,29/05/2024 16:48,-35.980148,150.299991,111.9,3,37296001,Platycephalus richardsoni,Tiger Flathead,329,FL,244,,
IN2024_V03,muscle,10098518,2_H9,IN2024_V03_258,29/05/2024 16:48,-35.980148,150.299991,111.9,5,37296001,Platycephalus richardsoni,Tiger Flathead,386,FL,438,,
IN2024_V03,muscle,10098548,2_H10,IN2024_V03_258,29/05/2024 16:48,-35.980148,150.299991,111.9,2,37296001,Platycephalus richardsoni,Tiger Flathead,305,FL,222,,
IN2024_V03,muscle,10098679,2_I1,IN2024_V03_258,29/05/2024 16:48,-35.980148,150.299991,111.9,1,37296001,Platycephalus richardsoni,Tiger Flathead,316,FL,228,,
IN2024_V03,muscle,10098778,2_I2,IN2024_V03_258,29/05/2024 16:48,-35.980148,150.299991,111.9,4,37296001,Platycephalus richardsoni,Tiger Flathead,390,FL,478,,
