SPCODE,SCIENTIFIC_NAME,COMMON_NAME,OPER_ID,VOYAGE_ID,SITE_ID,SPECIES_BARCODE,WEIGHT_G,LENGTH_MM,SEX,SEX_CODE,OTOLITH,OTOLITH_COMMENT,GONAD,TISSUE,STOMACH,HINDGUT,BIOLOGICALS_COMMENTS,FISH_COMMENTS,Species_size
37296001,Platycephalus richardsoni,Tiger Flathead,152,IN2023_V05,N35.3,10071286,805,428,f,(null),(null),(null),10084138,10084168,10084077,(null),(null),(null),Platycephalus richardsoni_lg
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,152,IN2023_V05,N35.3,10071300,202,283,(null),F,(null),(null),(null),10083660,10083507,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,152,IN2023_V05,N35.3,10071300,434,333,(null),F,(null),(null),(null),10083565,10083505,(null),(null),(null),Urolophus paucimaculatus
37465006,Nelusetta ayraud,Ocean Jacket,153,IN2023_V05,N35.1,10071334,116,220,f,(null),(null),(null),10083500,10083530,(null),(null),(null),(null),Nelusetta ayraud
37445006,Seriolella punctata,Silver Warehou,88,IN2023_V05,N41.1,10070821,114,228,m,(null),(null),in with tissue,10083029,10083057,10082970,(null),(null),(null),Seriolella punctata
37296001,Platycephalus richardsoni,Tiger Flathead,97,IN2023_V05,N45.1,10070856,796,473,f,(null),(null),in tissue bag,10082979,10082919,10082925,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,97,IN2023_V05,N45.1,10070856,884,471,f,(null),(null),in tissue bag,10082927,10082957,10082949,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,97,IN2023_V05,N45.1,10070856,168,272,m,(null),(null),in tissue bag,10083089,10083059,10082946,(null),(null),(null),Platycephalus richardsoni_sm
37287001,Helicolenus percoides,Reef Ocean Perch,97,IN2023_V05,N45.1,10070891,312,256,(null),(null),(null),(null),(null),10082698,10082699,(null),(null),(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,97,IN2023_V05,N45.1,10070891,192,225,(null),(null),(null),(null),(null),10082617,10082668,(null),(null),(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,97,IN2023_V05,N45.1,10070891,128,199,(null),(null),(null),(null),(null),10083013,10082729,(null),(null),(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,97,IN2023_V05,N45.1,10070891,186,216,(null),(null),(null),(null),(null),10082667,10082610,(null),(null),(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,97,IN2023_V05,N45.1,10070891,220,223,(null),(null),(null),(null),(null),10082728,10083020,(null),(null),(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,97,IN2023_V05,N45.1,10070891,148,200,(null),(null),(null),(null),(null),10082697,10082614,(null),(null),(null),Helicolenus percoides
37439002,Rexea solandri,Gemfish,97,IN2023_V05,N45.1,10070898,71,232,(null),(null),(null),in tissue bag,(null),10083027,10083084,(null),gonad too small to sample,(null),Rexea solandri
37445006,Seriolella punctata,Silver Warehou,103,IN2023_V05,N45.3,10070912,314,270,F,(null),(null),IN TISSUE BAG,10083018,10083075,10083048,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,103,IN2023_V05,N45.3,10070912,342,279,F,(null),(null),IN TISSUE BAG,10083045,10083078,10083015,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,103,IN2023_V05,N45.3,10070912,426,304,F,(null),(null),IN TISSUE BAG,10083024,10083042,10083072,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,103,IN2023_V05,N45.3,10070912,264,256,F,(null),(null),IN TISSUE BAG,10083054,10083012,10083081,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,103,IN2023_V05,N45.3,10070912,298,277,F,(null),(null),IN TISSUE BAG,10083051,10083073,10083076,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,103,IN2023_V05,N45.3,10070912,284,265,F,(null),(null),IN TISSUE BAG,10083017,10083016,10083047,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,103,IN2023_V05,N45.3,10070912,340,276,F,(null),(null),IN TISSUE BAG,10082615,10082616,10081874,(null),(null),(null),Seriolella punctata
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,138,289,f,(null),(null),in with tissue,10083118,10083178,10083148,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,138,294,(null),(null),(null),(null),(null),10083172,10083060,(null),gonad LOST,(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,120,278,m,(null),(null),(null),10083000,10083171,10083030,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,100,267,m,(null),(null),(null),10083163,10083133,10083135,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,90,250,m,(null),(null),(null),10083132,10083102,10083105,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,124,278,m,(null),(null),(null),10083142,10083141,10083111,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,86,257,m,(null),(null),(null),10083137,10083112,10083107,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,98,273,m,(null),(null),(null),10083104,10083164,10083134,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,96,251,u,(null),(null),(null),10083103,10083166,10083001,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,103,IN2023_V05,N45.3,10070895,78,237,u,(null),(null),(null),10083106,10083136,10083162,(null),(null),(null),Rexea solandri
37228002,Genypterus blacodes,Pink Ling,103,IN2023_V05,N45.3,10070896,706,486,F,(null),(null),IN TISSUE BAG,10082613,10083043,10082631,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,103,IN2023_V05,N45.3,10070896,970,588,F,(null),(null),IN TISSUE BAG,10082634,10082628,10082637,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,103,IN2023_V05,N45.3,10070896,1764,706,F,(null),(null),IN TISSUE BAG,10082622,10082625,10083041,(null),(null),(null),Genypterus blacodes
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,95,303,(null),(null),(null),(null),(null),10082618,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,123,319,(null),(null),(null),(null),(null),10082626,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,119,323,(null),(null),(null),(null),(null),10082636,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,128,332,(null),(null),(null),(null),(null),10082630,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,112,315,(null),(null),(null),(null),(null),10082635,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,283,92,(null),(null),(null),(null),(null),10082638,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,76,283,(null),(null),(null),(null),(null),10082629,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,82,286,(null),(null),(null),(null),(null),10082627,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,126,336,(null),(null),(null),(null),(null),10082624,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,103,IN2023_V05,N45.3,10070925,113,335,(null),(null),(null),(null),(null),10082639,(null),(null),(null),(null),Macruronus novaezelandiae
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,1768,723,(null),(null),(null),IN TISSUE BAG,10082623,10082621,10082727,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,1184,629,(null),(null),(null),IN TISSUE BAG,10083116,10083146,10083165,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,714,538,(null),(null),(null),IN TISSUE BAG,10083110,10083175,10083140,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,512,483,(null),(null),(null),IN TISSUE BAG,(null),10082647,10082707,(null),gonad too small,(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,3742,888,(null),(null),(null),IN TISSUE BAG,10082710,10082677,10083170,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,1150,581,(null),(null),(null),IN TISSUE BAG,10082787,10082817,10082757,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,1052,623,(null),(null),(null),IN TISSUE BAG,10082650,10082679,10082620,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,104,IN2023_V05,N45.2,10070945,742,547,(null),(null),(null),IN TISSUE BAG,10082758,10082788,10082619,(null),(null),(null),Genypterus blacodes
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,247,411,(null),(null),(null),(null),(null),10082682,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,314,438,(null),(null),(null),(null),(null),10082932,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,286,429,(null),(null),(null),(null),(null),10082652,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,275,412,(null),(null),(null),(null),(null),10082712,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,280,423,(null),(null),(null),(null),(null),10082680,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,302,439,(null),(null),(null),IN TISSUE BAG,(null),10082648,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,219,395,(null),(null),(null),IN TISSUE BAG,(null),10082708,10082675,(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,290,421,(null),(null),(null),IN TISSUE BAG,(null),10082681,10082819,(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,273,434,(null),(null),(null),(null),(null),10082711,10082789,(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,104,IN2023_V05,N45.2,10070952,300,417,(null),(null),(null),IN TISSUE BAG,(null),10082651,10082759,(null),(null),(null),Macruronus novaezelandiae
37439002,Rexea solandri,Gemfish,104,IN2023_V05,N45.2,10070978,88,253,(null),(null),(null),IN TISSUE BAG,10082718,10082685,10082658,(null),(null),(null),Rexea solandri
37445006,Seriolella punctata,Silver Warehou,113,IN2023_V05,N43.2,10070996,112,206,m,(null),(null),in tissue bag,10082814,10082786,10082802,(null),(null),(null),Seriolella punctata
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,106,255,f,(null),(null),in tissue bag,10081142,10081159,10081322,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,104,257,u,(null),(null),in tissue bag,10081099,10081172,10081129,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,94,244,u,(null),(null),in tissue bag,10082875,10082796,10081177,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,122,271,u,(null),(null),in tissue bag,10082849,10081111,10082879,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,112,265,f,(null),(null),in tissue bag,10082640,10082811,10081112,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,116,264,u,(null),(null),in tissue bag,10082774,10082804,10082744,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,122,260,f,(null),(null),in tissue bag,10082781,10082778,10082751,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,98,264,u,(null),(null),in tissue bag,10082748,10082643,10082670,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,154,294,f,(null),(null),in tissue bag,10082703,10082700,10082743,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,113,IN2023_V05,N43.2,10071009,112,260,u,(null),(null),in tissue bag,10082816,10082704,10082756,(null),(null),(null),Rexea solandri
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,841,462,f,(null),(null),in tissue bag,10082649,10082709,10082702,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,587,433,f,(null),(null),in tissue bag,10082706,10082674,10082813,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,424,366,f,(null),(null),in tissue bag,10082673,10082646,10082676,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,134,261,m,(null),(null),in tissue bag,10082765,10082735,10082807,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,348,354,f,(null),(null),in tissue bag,10082771,10082801,10082795,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,245,312,m,(null),(null),in tissue bag,10082773,10082784,10082741,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,431,391,f,(null),(null),in tissue bag,10082815,10082803,10082770,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,230,316,f,(null),(null),in tissue bag,10082753,10082780,10082783,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,64,214,f,(null),(null),in tissue bag,10082755,10082800,10082785,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,113,IN2023_V05,N43.2,10071010,78,229,m,(null),(null),in tissue bag,10082740,10082742,10082772,(null),(null),(null),Platycephalus richardsoni_sm
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,61,183,f,(null),(null),in tissue bag,10083080,10082769,10082754,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,44,164,f,(null),(null),in tissue bag,10082659,10082768,10082664,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,79,197,f,(null),(null),in tissue bag,10082689,10082719,10082695,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,110,223,f,(null),(null),in tissue bag,10082662,10082722,10082692,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,58,178,f,(null),(null),in tissue bag,10082799,10082777,10082739,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,94,214,m,(null),(null),in tissue bag,10082747,10082671,10082641,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,103,220,f,(null),(null),in tissue bag,10082749,10082644,10082779,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,41,158,f,(null),(null),in tissue bag,10082782,10082752,10082812,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,73,188,f,(null),(null),in tissue bag,10082642,10082701,10082705,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,113,IN2023_V05,N43.2,10071013,44,165,f,(null),(null),in tissue bag,10082645,10082672,10082750,(null),(null),(null),Sillago flindersi
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,113,IN2023_V05,N43.2,10071018,467,366,m,M,(null),(null),(null),10081080,10081140,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,113,IN2023_V05,N43.2,10071018,502,380,f,F,(null),(null),(null),10081110,10081158,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,113,IN2023_V05,N43.2,10071018,709,411,f,F,(null),(null),(null),10082843,10082873,(null),developed eggs,(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,113,IN2023_V05,N43.2,10071018,204,279,m,M,(null),(null),(null),10082905,10082791,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,113,IN2023_V05,N43.2,10071018,196,286,f,F,(null),(null),(null),10081188,10081128,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,113,IN2023_V05,N43.2,10071018,440,370,m,M,(null),(null),(null),10081170,10081081,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,113,IN2023_V05,N43.2,10071018,19,139,(null),M,(null),(null),(null),(null),10081141,(null),bagged whole,(null),Urolophus paucimaculatus
37465006,Nelusetta ayraud,Ocean Jacket,113,IN2023_V05,N43.2,10071027,214,295,(null),(null),(null),(null),(null),10081146,10082903,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,113,IN2023_V05,N43.2,10071027,66,184,(null),(null),(null),(null),(null),10081176,10081098,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,114,IN2023_V05,N43.1,10071028,125,216,(null),(null),(null),(null),(null),10082908,10081082,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,114,IN2023_V05,N43.1,10071028,85,199,(null),(null),(null),(null),(null),10081171,10082790,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,114,IN2023_V05,N43.1,10071028,128,223,(null),(null),(null),(null),(null),10082842,10082872,(null),(null),(null),Nelusetta ayraud
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,60,195,(null),(null),(null),in tissue bag,10081944,10082402,10081889,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,68,197,(null),(null),(null),in tissue bag,10082723,10081932,10082663,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,40,169,(null),(null),(null),in tissue bag,10082343,10082693,10082372,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,34,153,(null),(null),(null),in tissue bag,10082401,10081919,10082371,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,42,163,(null),(null),(null),in tissue bag,10082400,10082341,10081990,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,50,177,(null),(null),(null),in tissue bag,10082015,10081960,10081955,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,50,176,(null),(null),(null),in tissue bag,10082422,10081994,10082026,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,54,171,(null),(null),(null),in tissue bag,10082362,10082392,10082423,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,46,169,(null),(null),(null),in tissue bag,10082365,10082738,10082024,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,114,IN2023_V05,N43.1,10071024,54,173,(null),(null),(null),in tissue bag,10082762,10082775,10082798,(null),(null),(null),Sillago flindersi
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,314,347,f,(null),(null),in tissue bag,10082876,10082805,10082797,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,310,337,f,(null),(null),in tissue bag,10082767,10082737,10082734,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,121,262,m,(null),(null),in tissue bag,10082746,10082764,10082806,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,278,337,f,(null),(null),in tissue bag,10082793,10082766,10082733,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,172,285,m,(null),(null),in tissue bag,10082730,10082761,10082760,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,149,278,m,(null),(null),in tissue bag,10082792,10082906,10082731,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,192,299,f,(null),(null),in tissue bag,10082845,10082909,10082846,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,187,299,f,(null),(null),in tissue bag,10082848,10082902,10082878,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,263,337,m,(null),(null),in tissue bag,10081911,10081881,10081941,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,114,IN2023_V05,N43.1,10071033,177,285,m,(null),(null),in tissue bag,10081910,10081880,10081940,(null),(null),(null),Platycephalus richardsoni_sm
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,114,IN2023_V05,N43.1,10071037,314,314,m,M,(null),(null),(null),10082745,10082736,(null),(null),check length weight measurements against expected relationship,Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,114,IN2023_V05,N43.1,10071037,227,293,f,F,(null),(null),(null),10082763,10082794,(null),(null),(null),Urolophus paucimaculatus
37439002,Rexea solandri,Gemfish,117,IN2023_V05,N43.3,10071052,160,286,(null),(null),(null),in tissue bag,10081995,10082008,10081879,(null),scavenging previous shot discards,maybe,Rexea solandri
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,351,319,shot3,(null),(null),(null),(null),10082010,10081985,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,293,301,(null),(null),(null),(null),(null),10081980,10082014,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,214,274,(null),(null),(null),(null),(null),10082011,10081950,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,392,337,(null),(null),(null),(null),(null),10082007,10082037,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,293,301,(null),(null),(null),(null),(null),10081977,10081984,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,286,306,(null),(null),(null),(null),(null),10082311,10082038,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,273,301,(null),(null),(null),(null),(null),10081953,10081965,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,311,297,(null),(null),(null),(null),(null),10081963,10082025,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,703,402,(null),(null),(null),(null),(null),10082361,10082342,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,117,IN2023_V05,N43.3,10071065,80,196,(null),(null),(null),(null),(null),10081962,10081993,(null),scavenging previous shot discards,maybe,Nelusetta ayraud
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,117,IN2023_V05,N43.3,10071069,94,360,f,F,(null),(null),(null),10082353,10082413,(null),developing eggs,(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,117,IN2023_V05,N43.3,10071069,230,255,m,M,(null),(null),(null),10082396,10082426,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,117,IN2023_V05,N43.3,10071069,276,294,f,F,(null),(null),(null),10082424,10082425,(null),developing eggs,(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,117,IN2023_V05,N43.3,10071069,404,354,f,F,(null),(null),(null),10082281,10082394,(null),recently pupped,(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,117,IN2023_V05,N43.3,10071069,404,329,f,F,(null),(null),(null),10082363,10081983,(null),developing eggs,(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,117,IN2023_V05,N43.3,10071069,220,276,f,F,(null),(null),(null),10081954,10082039,(null),developing eggs,(null),Urolophus paucimaculatus
37296001,Platycephalus richardsoni,Tiger Flathead,127,IN2023_V05,N37.2,10071092,696,434,f,(null),(null),in tissue bag,10081113,10081197,10081143,(null),(null),(null),Platycephalus richardsoni_lg
