SPCODE,SITE_ID,LENGTH_MM,TISSUE,BIOLOGICALS_COMMENTS,SCIENTIFIC_NAME,COMMON_NAME
37287001,N5.2,208,10080965,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N5.2,216,10080995,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N5.2,227,10080980,(null),Helicolenus percoides,Reef Ocean Perch
37038007,N5.2,329,10081000,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,366,10080963,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,312,10080993,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,354,10081023,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,332,10080964,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,349,10081019,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,315,10081003,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,348,10080969,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,391,10081054,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.2,350,10081027,(null),Urolophus viridis,Greenback Stingaree
37017001,N5.2,499,10081046,(null),Mustelus antarcticus,Gummy Shark
37017001,N5.2,448,10081016,(null),Mustelus antarcticus,Gummy Shark
37017001,N5.2,461,10081041,(null),Mustelus antarcticus,Gummy Shark
37017001,N5.2,533,10081059,(null),Mustelus antarcticus,Gummy Shark
37017001,N5.2,503,10081011,(null),Mustelus antarcticus,Gummy Shark
37017001,N5.2,462,10080981,(null),Mustelus antarcticus,Gummy Shark
37017001,N5.2,476,10081076,(null),Mustelus antarcticus,Gummy Shark
37017001,N5.2,449,10081056,(null),Mustelus antarcticus,Gummy Shark
37445006,N5.2,220,10080937,no gonad,Seriolella punctata,Silver Warehou
37445006,N5.2,209,10080832,(null),Seriolella punctata,Silver Warehou
37445006,N5.2,200,10080960,(null),Seriolella punctata,Silver Warehou
37445006,N5.2,208,10080867,(null),Seriolella punctata,Silver Warehou
37445006,N5.2,206,10081017,no gonad,Seriolella punctata,Silver Warehou
37445006,N5.2,220,10081005,no gonad,Seriolella punctata,Silver Warehou
37445006,N5.2,217,10080891,(null),Seriolella punctata,Silver Warehou
37445006,N5.2,213,10080958,no gonad,Seriolella punctata,Silver Warehou
37445006,N5.2,227,10080862,(null),Seriolella punctata,Silver Warehou
37445006,N5.2,225,10080984,(null),Seriolella punctata,Silver Warehou
37264002,N5.3,150,NA,bagged whole,Cyttus australis,Silver Dory
37264002,N5.3,134,NA,bagged whole,Cyttus australis,Silver Dory
37445006,N5.3,200,10080923,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,203,10080943,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,197,10080972,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,212,10080817,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,198,10080836,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,202,10080709,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,214,10080911,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,215,10080683,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,205,10080640,(null),Seriolella punctata,Silver Warehou
37445006,N5.3,200,10080962,(null),Seriolella punctata,Silver Warehou
37038007,N5.3,341,10080913,developed eggs,Urolophus viridis,Greenback Stingaree
37038007,N5.3,319,10080847,aborting pup,Urolophus viridis,Greenback Stingaree
37038007,N5.3,385,10080860,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.3,335,10080859,developed eggs,Urolophus viridis,Greenback Stingaree
37038007,N5.3,301,10081002,developed eggs,Urolophus viridis,Greenback Stingaree
37038007,N5.3,279,10080890,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.3,291,10081038,little egg development,Urolophus viridis,Greenback Stingaree
37038007,N5.3,295,10080918,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.3,131,NA,whole fish,Urolophus viridis,Greenback Stingaree
37038007,N5.3,115,NA,whole fish,Urolophus viridis,Greenback Stingaree
37337062,N5.3,130,NA,whole fish,Pseudocaranx georgianus,Silver Trevally
37337062,N5.3,115,NA,whole fish,Pseudocaranx georgianus,Silver Trevally
37330014,N5.3,186,10080810,stomach and digestive together,Sillago flindersi,Eastern School Whiting
37445005,N5.3,159,NA,(null),Seriolella brama,Blue Warehou
37445005,N5.3,169,NA,(null),Seriolella brama,Blue Warehou
37445005,N5.3,156,NA,(null),Seriolella brama,Blue Warehou
37445005,N5.3,156,NA,(null),Seriolella brama,Blue Warehou
37445005,N5.3,171,NA,(null),Seriolella brama,Blue Warehou
37445005,N5.3,160,NA,(null),Seriolella brama,Blue Warehou
37445005,N5.3,153,NA,(null),Seriolella brama,Blue Warehou
37445005,N5.3,156,NA,(null),Seriolella brama,Blue Warehou
37038001,N5.3,372,10080647,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N5.3,458,10080884,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N5.3,490,10080677,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N5.3,339,10080910,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N5.3,346,10080880,(null),Urolophus bucculentus,Sandyback Stingaree
37038004,N5.3,356,10080944,eggs in ovary,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,356,10080650,eggs in ovary,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,321,10080818,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,367,10080665,undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,327,10080882,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,388,10080894,undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,329,10080712,undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,333,10080823,undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,337,10081045,embryos,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.3,342,10080695,undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37296001,N5.1,222,10081271,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,222,10081318,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,257,10081211,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,234,10081255,internal parasitic worms retained 10081223,Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,311,10081209,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,290,10081290,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,276,10081201,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,256,10081307,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,267,10081305,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N5.1,248,10081306,(null),Platycephalus richardsoni,Tiger Flathead
37017001,N5.1,472,10081220,shot 3,Mustelus antarcticus,Gummy Shark
37330014,N5.1,212,10081269,(null),Sillago flindersi,Eastern School Whiting
37038002,N5.1,340,10080741,large developing yoky embroy see photo,Urolophus cruciatus,Banded Stingaree
37038002,N5.1,345,10080807,large developing yoky embroy see photo,Urolophus cruciatus,Banded Stingaree
37038002,N5.1,326,10080751,large developing yoky embroy see photo,Urolophus cruciatus,Banded Stingaree
37038002,N5.1,284,10080786,large developing yoky embroy see photo,Urolophus cruciatus,Banded Stingaree
37038002,N5.1,282,10080756,(null),Urolophus cruciatus,Banded Stingaree
37038002,N5.1,252,10080659,(null),Urolophus cruciatus,Banded Stingaree
37038002,N5.1,321,10080655,(null),Urolophus cruciatus,Banded Stingaree
37038002,N5.1,246,10080789,(null),Urolophus cruciatus,Banded Stingaree
37445005,N5.1,168,10080982,(null),Seriolella brama,Blue Warehou
37445005,N5.1,149,10081221,(null),Seriolella brama,Blue Warehou
37445005,N5.1,147,10081312,(null),Seriolella brama,Blue Warehou
37445005,N5.1,159,10081283,(null),Seriolella brama,Blue Warehou
37445005,N5.1,159,10080656,(null),Seriolella brama,Blue Warehou
37445005,N5.1,162,10081301,(null),Seriolella brama,Blue Warehou
37445005,N5.1,155,10081315,(null),Seriolella brama,Blue Warehou
37445005,N5.1,147,10081288,(null),Seriolella brama,Blue Warehou
37445005,N5.1,149,10081256,(null),Seriolella brama,Blue Warehou
37445005,N5.1,175,10081217,(null),Seriolella brama,Blue Warehou
37337062,N5.1,126,NA,retained whole,Pseudocaranx georgianus,Silver Trevally
37445006,N5.1,207,10080734,female immature,Seriolella punctata,Silver Warehou
37445006,N5.1,197,10081139,undeveloped gonads,Seriolella punctata,Silver Warehou
37445006,N5.1,195,10081213,immature female,Seriolella punctata,Silver Warehou
37445006,N5.1,198,10081162,undeveloped gonads,Seriolella punctata,Silver Warehou
37445006,N5.1,184,10081091,undeveloped gonads,Seriolella punctata,Silver Warehou
37445006,N5.1,197,10081174,shot 1,Seriolella punctata,Silver Warehou
37445006,N5.1,199,10081088,(null),Seriolella punctata,Silver Warehou
37445006,N5.1,194,10081127,(null),Seriolella punctata,Silver Warehou
37445006,N5.1,191,10081180,(null),Seriolella punctata,Silver Warehou
37445006,N5.1,195,10081267,(null),Seriolella punctata,Silver Warehou
37038001,N5.1,564,10081273,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N5.1,483,10080775,(null),Urolophus bucculentus,Sandyback Stingaree
37038004,N5.1,264,10080627,female immature,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,315,10080700,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,322,10080771,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,354,10080801,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,305,10080717,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,289,10080535,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,329,10080528,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,318,10080530,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,366,10080804,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N5.1,347,10080730,female undeveloped eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038007,N5.1,366,10080499,female undeveloped eggs,Urolophus viridis,Greenback Stingaree
37038007,N5.1,368,10080383,female undeveloped eggs,Urolophus viridis,Greenback Stingaree
37038007,N5.1,318,10080760,(null),Urolophus viridis,Greenback Stingaree
37038007,N5.1,351,10080763,female pupping,Urolophus viridis,Greenback Stingaree
37296001,N7.1,444,10081115,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,372,10081109,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,428,10081804,gut parasite 10081834,Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,387,10081089,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,390,10081204,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,390,10081833,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,364,10081155,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,326,10081239,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,482,10081236,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.1,388,10081198,(null),Platycephalus richardsoni,Tiger Flathead
37038007,N7.1,332,10081161,small eggs,Urolophus viridis,Greenback Stingaree
37038007,N7.1,342,10081164,pupping,Urolophus viridis,Greenback Stingaree
37038007,N7.1,358,10081810,pupping,Urolophus viridis,Greenback Stingaree
37038007,N7.1,327,10081839,undeveloped gonads,Urolophus viridis,Greenback Stingaree
37038007,N7.1,318,10081195,undeveloped gonads,Urolophus viridis,Greenback Stingaree
37038007,N7.1,328,10081840,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.1,338,10081741,pupping,Urolophus viridis,Greenback Stingaree
37038007,N7.1,324,10081101,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.1,348,10081092,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.1,361,10081104,small eggs,Urolophus viridis,Greenback Stingaree
37445006,N1.1,225,10080074,(null),Seriolella punctata,Silver Warehou
37038007,N1.1,286,10080089,(null),Urolophus viridis,Greenback Stingaree
37445006,N1.2,209,10080140,(null),Seriolella punctata,Silver Warehou
37445006,N1.2,191,10080133,(null),Seriolella punctata,Silver Warehou
37445006,N1.2,197,10080156,(null),Seriolella punctata,Silver Warehou
37445006,N1.2,197,10080159,(null),Seriolella punctata,Silver Warehou
37445006,N1.2,213,10080112,(null),Seriolella punctata,Silver Warehou
37445006,N1.2,228,10080114,(null),Seriolella punctata,Silver Warehou
37287001,N1.2,166,10080128,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N1.2,177,10080125,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N1.2,148,10080144,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N1.2,116,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch
37287001,N1.2,179,10080146,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N1.2,156,10080211,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N1.2,113,NA,bagged whole,Helicolenus percoides,Reef Ocean Perch
37377003,N1.2,209,10080117,(null),Nemadactylus macropterus,Jackass Morwong
37264004,N1.2,177,NA,bagged whole,Zeus faber,John Dory
37038002,N1.2,274,10080149,Photo taken,Urolophus cruciatus,Banded Stingaree
37296001,N1.2,492,10080179,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,409,10080121,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,386,10080188,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,343,10080189,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,337,10080193,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,403,10080195,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,322,10080203,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,333,10080214,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,290,10080221,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N1.2,285,10080208,(null),Platycephalus richardsoni,Tiger Flathead
37038004,N1.2,363,10080223,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N1.2,282,10080227,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N1.2,371,10080206,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N1.2,274,NA,2 pups,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038001,N1.2,464,10080261,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,491,10080283,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,386,10080285,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,408,10080287,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,426,10080234,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,475,10080237,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,640,10080240,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,561,10080243,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,445,10080246,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N1.2,597,10080217,(null),Urolophus bucculentus,Sandyback Stingaree
37296001,N3.2,454,10080276,Start of day 2,Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,389,10080271,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,402,10080266,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,350,10080260,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,414,10080252,stomach everted,Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,414,10080352,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,471,10080351,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,360,10080347,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,339,10080416,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.2,332,10080338,(null),Platycephalus richardsoni,Tiger Flathead
37287001,N3.2,212,10080370,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,204,10080373,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,183,10080367,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,121,10080346,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,114,10080369,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,229,10080336,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,205,10080365,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,192,10080362,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,193,10080452,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.2,177,10080511,(null),Helicolenus percoides,Reef Ocean Perch
37445006,N3.2,217,10080337,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,209,10080454,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,219,10080453,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,212,10080361,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,220,10080334,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,216,10080439,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,209,10080420,no gonad,Seriolella punctata,Silver Warehou
37445006,N3.2,211,10080324,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,226,10080306,(null),Seriolella punctata,Silver Warehou
37445006,N3.2,216,10080314,(null),Seriolella punctata,Silver Warehou
37038007,N3.2,338,10080444,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,387,10080478,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,358,10080311,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,424,10080301,developed eggs,Urolophus viridis,Greenback Stingaree
37038007,N3.2,371,10080427,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,377,10080463,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,334,10080433,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,389,10080319,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,389,10080322,(null),Urolophus viridis,Greenback Stingaree
37038007,N3.2,372,10080329,eggs in ovary,Urolophus viridis,Greenback Stingaree
37038007,N3.3,329,10080317,shot 2,Urolophus viridis,Greenback Stingaree
37445006,N3.3,225,10080488,(null),Seriolella punctata,Silver Warehou
37287001,N3.3,184,10080442,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,156,10080423,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,225,10080473,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,155,10080472,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,202,10080470,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,192,10080437,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,164,10080446,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,169,10080434,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,179,10080464,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.3,170,10080494,(null),Helicolenus percoides,Reef Ocean Perch
37445006,N3.3,215,10080518,(null),Seriolella punctata,Silver Warehou
37445006,N3.3,233,10080493,(null),Seriolella punctata,Silver Warehou
37445006,N3.3,233,10080531,(null),Seriolella punctata,Silver Warehou
37445006,N3.3,193,10080295,(null),Seriolella punctata,Silver Warehou
37445006,N3.3,204,10080533,(null),Seriolella punctata,Silver Warehou
37445006,N3.3,197,10080513,(null),Seriolella punctata,Silver Warehou
37445006,N3.3,220,10080358,(null),Seriolella punctata,Silver Warehou
37445006,N3.3,194,10080289,undeveloped,Seriolella punctata,Silver Warehou
37445006,N3.3,209,10080298,(null),Seriolella punctata,Silver Warehou
37296001,N3.3,433,10080600,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,339,10080520,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,315,10080584,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,424,10080622,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,322,10080619,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,379,10080578,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,349,10080545,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,391,10080626,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,381,10080558,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.3,397,10080617,(null),Platycephalus richardsoni,Tiger Flathead
37017008,N3.1,475,10080609,shot 3,Galeorhinus galeus,School Shark
37296001,N3.1,383,10080564,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,368,10080699,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,353,10080529,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,343,10080603,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,359,10080688,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,447,10080574,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,418,10080697,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,422,10080793,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,304,10080594,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N3.1,351,10080583,(null),Platycephalus richardsoni,Tiger Flathead
37287001,N3.1,222,10080772,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.1,159,10080739,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.1,176,10080752,no gonad,Helicolenus percoides,Reef Ocean Perch
37287001,N3.1,215,10080785,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N3.1,188,10080788,(null),Helicolenus percoides,Reef Ocean Perch
37038002,N7.1,354,10081808,large embryo,Urolophus cruciatus,Banded Stingaree
37038002,N7.1,226,10080716,(null),Urolophus cruciatus,Banded Stingaree
37038002,N7.1,292,10081806,(null),Urolophus cruciatus,Banded Stingaree
37038002,N7.1,231,10081762,(null),Urolophus cruciatus,Banded Stingaree
37038002,N7.1,213,10081788,(null),Urolophus cruciatus,Banded Stingaree
37038001,N7.1,592,10081772,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,520,10081802,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,619,10081781,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,550,10081244,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,427,10081830,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,409,10081844,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,353,10081771,immature,Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,367,10081248,immature,Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,324,10081841,immature,Urolophus bucculentus,Sandyback Stingaree
37038001,N7.1,374,10081310,(null),Urolophus bucculentus,Sandyback Stingaree
37038004,N7.1,289,10081599,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,281,10081557,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,286,10081617,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,255,10081558,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,375,10081600,immature,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,254,10081511,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,299,10081585,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,291,10081526,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,285,10081587,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.1,241,10081551,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37227001,N7.2,466,10081589,shot2,Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,447,10081503,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,457,10081619,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,446,10081506,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,432,10081533,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,457,10081536,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,396,10081566,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,421,10081563,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,451,10081560,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N7.2,447,10081504,(null),Macruronus novaezelandiae,Blue Grenadier
37377003,N7.2,373,10081722,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,372,10081662,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,365,10081694,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,325,10081721,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,387,10081633,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,359,10081856,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,344,10081719,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,340,10081663,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,336,10081727,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N7.2,281,10081559,(null),Nemadactylus macropterus,Jackass Morwong
37296001,N7.2,502,10081720,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,537,10081718,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,487,10081553,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,456,10081626,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,409,10081824,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,459,10081768,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,463,10081525,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,506,10081682,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,502,10081552,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.2,446,10081859,(null),Platycephalus richardsoni,Tiger Flathead
37228002,N7.2,592,10081764,immature,Genypterus blacodes,Pink Ling
37228002,N7.2,633,10081757,immature,Genypterus blacodes,Pink Ling
37228002,N7.2,592,10081845,immature,Genypterus blacodes,Pink Ling
37228002,N7.2,558,10081481,immature,Genypterus blacodes,Pink Ling
37228002,N7.2,673,10081448,(null),Genypterus blacodes,Pink Ling
37287093,N7.2,282,10081477,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.2,311,10081451,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.2,256,10081421,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.2,266,10081761,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.2,266,10081389,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.2,225,10081420,immature,Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.2,231,10081484,(null),Helicolenus barathri,Bigeye Ocean Perch
37038004,N11.2,223,10082252,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N11.2,327,10082152,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
