SPCODE,SITE_ID,LENGTH_MM,TISSUE,BIOLOGICALS_COMMENTS,SCIENTIFIC_NAME,COMMON_NAME
37445006,N11.2,228,10082157,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,211,10082259,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,200,10082251,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,208,10082156,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,214,10082261,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,222,10082264,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,209,10082123,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,202,10082273,(null),Seriolella punctata,Silver Warehou
37445006,N11.2,224,10082236,(null),Seriolella punctata,Silver Warehou
37038001,N11.2,531,10082159,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N11.2,531,10082184,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N11.2,436,10082185,(null),Urolophus bucculentus,Sandyback Stingaree
37038007,N11.2,299,10082177,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,386,10082151,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,318,10082497,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,236,10082530,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,293,10082559,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,275,10082586,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,265,10082560,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,274,10082589,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,270,10082591,(null),Urolophus viridis,Greenback Stingaree
37038007,N11.2,314,10082211,(null),Urolophus viridis,Greenback Stingaree
37038014,N11.2,582,10082150,eggs,Trygonoptera imitata,Eastern Shovelnose Stingaree
37038014,N11.2,619,10082213,(null),Trygonoptera imitata,Eastern Shovelnose Stingaree
37038002,N11.2,198,10082526,(null),Urolophus cruciatus,Banded Stingaree
37377003,N11.2,220,10082558,otolith with tissue,Nemadactylus macropterus,Jackass Morwong
37228002,N21.1,898,10084934,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,839,10084969,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,850,10084963,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,883,10084913,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,796,10084939,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,545,10085167,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,608,10084958,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,1250,10084943,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,1150,10084927,(null),Genypterus blacodes,Pink Ling
37228002,N21.1,930,10085005,(null),Genypterus blacodes,Pink Ling
37440002,N21.1,531,10084660,(null),Lepidopus caudatus,Frostfish
37440002,N21.1,510,10084898,(null),Lepidopus caudatus,Frostfish
37440002,N21.1,507,10084961,(null),Lepidopus caudatus,Frostfish
37440002,N21.1,576,10084931,(null),Lepidopus caudatus,Frostfish
37440002,N21.1,531,10084871,(null),Lepidopus caudatus,Frostfish
37287093,N21.1,125,10084903,bagged whole for all biologicals,Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,156,10084923,bagged whole for all biologicals,Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,162,10084933,bagged whole for all biologicals,Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,197,10084873,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,231,10084936,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,277,10084906,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,322,10084926,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,387,10084928,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,408,10084868,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N21.1,401,10084952,(null),Helicolenus barathri,Bigeye Ocean Perch
37227001,N21.1,905,10084907,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,635,10084937,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,575,10084967,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,350,10084904,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,327,10084965,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,314,10084875,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,342,10084905,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,316,10084935,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,341,10084876,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N21.1,331,10084964,(null),Macruronus novaezelandiae,Blue Grenadier
37439002,N21.1,428,10085159,(null),Rexea solandri,Gemfish
37439002,N21.1,424,10085069,(null),Rexea solandri,Gemfish
37439002,N21.1,407,10085021,(null),Rexea solandri,Gemfish
37439002,N21.1,410,10084991,(null),Rexea solandri,Gemfish
37445006,N21.1,499,10085078,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,393,10085085,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,321,10085022,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,507,10085065,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,358,10085137,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,369,10085200,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,427,10085095,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,356,10085098,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,344,10084992,(null),Seriolella punctata,Silver Warehou
37445006,N21.1,411,10085039,(null),Seriolella punctata,Silver Warehou
37264004,N21.3,445,NA,(null),Zeus faber,John Dory
37264004,N21.3,381,NA,(null),Zeus faber,John Dory
37264004,N21.3,420,NA,(null),Zeus faber,John Dory
37264004,N21.3,363,NA,(null),Zeus faber,John Dory
37264004,N21.3,294,NA,(null),Zeus faber,John Dory
37264004,N21.3,428,NA,(null),Zeus faber,John Dory
37264004,N21.3,434,NA,(null),Zeus faber,John Dory
37264004,N21.3,302,NA,(null),Zeus faber,John Dory
37264004,N21.3,423,NA,(null),Zeus faber,John Dory
37264004,N21.3,417,NA,(null),Zeus faber,John Dory
37287001,N21.3,250,10084664,(null),Helicolenus percoides,Reef Ocean Perch
37287001,N21.3,206,10084724,(null),Helicolenus percoides,Reef Ocean Perch
37296001,N21.3,428,10084924,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,497,10084900,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,330,10084892,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,493,10084950,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,449,10084920,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,442,10084715,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,515,10084867,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,438,10084682,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,462,10084862,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N21.3,379,10084891,(null),Platycephalus richardsoni,Tiger Flathead
37439002,N21.3,256,10084695,(null),Rexea solandri,Gemfish
37439002,N21.3,264,10084662,(null),Rexea solandri,Gemfish
37439002,N21.3,258,10084639,(null),Rexea solandri,Gemfish
37439002,N21.3,270,10084672,(null),Rexea solandri,Gemfish
37439002,N21.3,269,10084699,(null),Rexea solandri,Gemfish
37439002,N21.3,240,10084670,(null),Rexea solandri,Gemfish
37439002,N21.3,253,10084640,(null),Rexea solandri,Gemfish
37439002,N21.3,246,10084730,(null),Rexea solandri,Gemfish
37439002,N21.3,264,10084701,(null),Rexea solandri,Gemfish
37439002,N21.3,257,10084668,(null),Rexea solandri,Gemfish
37445006,N21.3,213,10084636,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,220,10084686,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,228,10084719,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,218,10084729,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,220,10084691,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,221,10084658,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,218,10084629,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,216,10084633,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,221,10084667,(null),Seriolella punctata,Silver Warehou
37445006,N21.3,233,10084643,(null),Seriolella punctata,Silver Warehou
37038007,N21.3,336,10084657,(null),Urolophus viridis,Greenback Stingaree
37038007,N21.3,348,10084720,(null),Urolophus viridis,Greenback Stingaree
37038007,N21.3,336,10084690,(null),Urolophus viridis,Greenback Stingaree
37228002,N21.3,428,10084921,(null),Genypterus blacodes,Pink Ling
37377003,N23.1,326,10083822,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,364,10083853,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,340,10083852,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,366,10083883,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,327,10083885,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,393,10084397,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,334,10083848,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,347,10083859,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,321,10083825,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.1,350,10083878,(null),Nemadactylus macropterus,Jackass Morwong
37445006,N23.1,309,10083989,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,310,10083706,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,319,10083766,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,289,10083482,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,314,10083760,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,293,10083997,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,297,10084454,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,303,10084422,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,318,10084451,(null),Seriolella punctata,Silver Warehou
37445006,N23.1,294,10084215,(null),Seriolella punctata,Silver Warehou
37287093,N23.1,395,10084651,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,277,10084681,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,267,10084484,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,239,10083937,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,235,10083967,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,225,10083844,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,236,10083733,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,272,10083703,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,229,10083850,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.1,220,10083796,(null),Helicolenus barathri,Bigeye Ocean Perch
37439002,N23.1,258,10083777,(null),Rexea solandri,Gemfish
37439002,N23.1,251,10083805,(null),Rexea solandri,Gemfish
37439002,N23.1,250,10084274,(null),Rexea solandri,Gemfish
37439002,N23.1,278,10084216,(null),Rexea solandri,Gemfish
37439002,N23.1,244,10084218,(null),Rexea solandri,Gemfish
37439002,N23.1,271,10084220,(null),Rexea solandri,Gemfish
37439002,N23.1,255,10084276,(null),Rexea solandri,Gemfish
37439002,N23.1,278,10083715,(null),Rexea solandri,Gemfish
37439002,N23.1,271,10084037,(null),Rexea solandri,Gemfish
37439002,N23.1,276,10083974,(null),Rexea solandri,Gemfish
37227001,N23.1,311,10083851,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,416,10083824,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,335,10083821,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,338,10083915,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,428,10083847,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,357,10084482,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,330,10083849,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,307,10084395,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,326,10083817,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.1,447,10083814,(null),Macruronus novaezelandiae,Blue Grenadier
37296001,N23.2,520,10084704,(null),Platycephalus richardsoni,Tiger Flathead
37287093,N23.2,307,10084654,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,321,10084590,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,293,10084593,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,187,10084504,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,271,10084737,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,232,10084707,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,281,10084530,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,218,10084679,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,220,10084563,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N23.2,305,10084503,(null),Helicolenus barathri,Bigeye Ocean Perch
37445006,N23.2,295,10084683,(null),Seriolella punctata,Silver Warehou
37445006,N23.2,253,10084711,(null),Seriolella punctata,Silver Warehou
37445006,N23.2,276,10083698,(null),Seriolella punctata,Silver Warehou
37445006,N23.2,295,10083773,(null),Seriolella punctata,Silver Warehou
37445006,N23.2,304,10084040,(null),Seriolella punctata,Silver Warehou
37445006,N23.2,281,10083918,(null),Seriolella punctata,Silver Warehou
37445006,N23.2,308,10083858,(null),Seriolella punctata,Silver Warehou
37377003,N23.2,316,10083919,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,341,10083914,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,306,10083887,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,337,10083884,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,284,10084391,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,336,10084262,no guts,Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,345,10083862,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,326,10083841,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,259,10083881,(null),Nemadactylus macropterus,Jackass Morwong
37377003,N23.2,317,10083892,(null),Nemadactylus macropterus,Jackass Morwong
37228002,N23.2,573,10084624,(null),Genypterus blacodes,Pink Ling
37228002,N23.2,462,10083886,(null),Genypterus blacodes,Pink Ling
37227001,N23.2,612,10084535,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.2,438,10084505,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.2,304,10084705,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.2,446,10084564,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.2,307,10084501,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.2,355,10084531,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.2,326,10084561,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N23.2,440,10084591,(null),Macruronus novaezelandiae,Blue Grenadier
37439002,N23.2,277,10084537,(null),Rexea solandri,Gemfish
37439002,N23.2,266,10084599,(null),Rexea solandri,Gemfish
37439002,N23.2,288,10084536,(null),Rexea solandri,Gemfish
37439002,N23.2,269,10084571,(null),Rexea solandri,Gemfish
37439002,N23.2,283,10084606,(null),Rexea solandri,Gemfish
37439002,N23.2,279,10084598,(null),Rexea solandri,Gemfish
37439002,N23.2,277,10084546,(null),Rexea solandri,Gemfish
37439002,N23.2,265,10084573,(null),Rexea solandri,Gemfish
37439002,N23.2,257,10084517,(null),Rexea solandri,Gemfish
37439002,N23.2,255,10084425,(null),Rexea solandri,Gemfish
37296001,N23.2,502,10084710,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,513,10084650,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,618,10084540,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,550,10084510,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,582,10084706,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,583,10084565,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,580,10084592,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,558,10084596,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N23.2,558,10084648,(null),Platycephalus richardsoni,Tiger Flathead
37038004,N23.3,284,10084192,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N23.3,288,10084249,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N23.3,338,10084191,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N23.3,353,10084188,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N23.3,275,10084253,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038002,N23.3,280,10084193,(null),Urolophus cruciatus,Banded Stingaree
37038002,N23.3,338,10084221,(null),Urolophus cruciatus,Banded Stingaree
37038002,N23.3,341,10084279,(null),Urolophus cruciatus,Banded Stingaree
37038002,N23.3,321,10084189,(null),Urolophus cruciatus,Banded Stingaree
37038002,N23.3,305,10084259,(null),Urolophus cruciatus,Banded Stingaree
37038002,N23.3,278,10084256,(null),Urolophus cruciatus,Banded Stingaree
37264004,N23.3,349,NA,(null),Zeus faber,John Dory
37264004,N23.3,373,NA,(null),Zeus faber,John Dory
37264004,N23.3,314,NA,(null),Zeus faber,John Dory
37264004,N23.3,476,NA,(null),Zeus faber,John Dory
37264004,N23.3,378,NA,(null),Zeus faber,John Dory
37264004,N23.3,429,NA,(null),Zeus faber,John Dory
37264004,N23.3,412,NA,(null),Zeus faber,John Dory
37264004,N23.3,375,NA,(null),Zeus faber,John Dory
37264004,N23.3,363,NA,(null),Zeus faber,John Dory
37264004,N23.3,401,NA,(null),Zeus faber,John Dory
37445006,N23.3,241,10084307,(null),Seriolella punctata,Silver Warehou
37445006,N23.3,261,10084330,(null),Seriolella punctata,Silver Warehou
37445006,N23.3,235,10084329,(null),Seriolella punctata,Silver Warehou
37287093,N7.2,240,10081453,(null),Helicolenus barathri,Bigeye Ocean Perch
37038007,N7.2,326,10081794,(null),Urolophus viridis,Greenback Stingaree
37439002,N7.2,387,NA,(null),Rexea solandri,Gemfish
37439002,N7.2,278,NA,immature,Rexea solandri,Gemfish
37439002,N7.2,268,NA,(null),Rexea solandri,Gemfish
37439002,N7.2,375,NA,(null),Rexea solandri,Gemfish
37439002,N7.2,386,NA,immature,Rexea solandri,Gemfish
37439002,N7.2,258,NA,(null),Rexea solandri,Gemfish
37439002,N7.2,263,NA,(null),Rexea solandri,Gemfish
37439002,N7.2,295,NA,(null),Rexea solandri,Gemfish
37439002,N7.2,390,NA,immature,Rexea solandri,Gemfish
37439002,N7.2,272,NA,(null),Rexea solandri,Gemfish
37296001,N7.3,330,10081842,start op 46,Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,407,10081429,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,358,10081397,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,301,10081729,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,422,10081460,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,424,10081395,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,428,10081654,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,442,10081683,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,415,10081819,(null),Platycephalus richardsoni,Tiger Flathead
37296001,N7.3,443,10081849,(null),Platycephalus richardsoni,Tiger Flathead
37439002,N7.3,262,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,259,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,286,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,265,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,273,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,271,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,281,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,257,NA,(null),Rexea solandri,Gemfish
37439002,N7.3,248,NA,(null),Rexea solandri,Gemfish
37038007,N7.3,319,10081857,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.3,308,10081516,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.3,440,10081549,pupping,Urolophus viridis,Greenback Stingaree
37038007,N7.3,303,10081827,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.3,308,10081531,small eggs,Urolophus viridis,Greenback Stingaree
37038007,N7.3,314,10081591,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.3,321,10081592,(null),Urolophus viridis,Greenback Stingaree
37038007,N7.3,229,10081546,immature,Urolophus viridis,Greenback Stingaree
37038004,N7.3,331,10081609,developing eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.3,297,10081579,developing eggs,Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038004,N7.3,302,10081548,(null),Urolophus paucimaculatus,Sparsely-spotted Stingaree
37038001,N7.3,400,10081653,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,505,10081708,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,438,10081738,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,420,10081678,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,400,10081737,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,435,10081647,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,402,10081450,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,441,10081509,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,596,10081593,(null),Urolophus bucculentus,Sandyback Stingaree
37038001,N7.3,412,10081564,(null),Urolophus bucculentus,Sandyback Stingaree
37264004,N7.3,270,10081624,(null),Zeus faber,John Dory
37038002,N7.3,299,10081519,small eggs,Urolophus cruciatus,Banded Stingaree
37038002,N7.3,265,10081535,small eggs,Urolophus cruciatus,Banded Stingaree
37038002,N7.3,248,10081568,(null),Urolophus cruciatus,Banded Stingaree
37038002,N7.3,224,10081565,(null),Urolophus cruciatus,Banded Stingaree
37038002,N7.3,210,10081530,immature,Urolophus cruciatus,Banded Stingaree
37445006,N7.3,225,10081538,(null),Seriolella punctata,Silver Warehou
37445006,N7.3,217,10081567,(null),Seriolella punctata,Silver Warehou
37287093,N7.3,212,10081610,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,205,10081580,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,200,10081550,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,198,10081520,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,217,10081605,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,212,10081575,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,234,10081541,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,178,10081588,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N7.3,113,10081576,(null),Helicolenus barathri,Bigeye Ocean Perch
37227001,N9.1,456,10081735,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,487,10081649,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,451,10081679,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,460,10081644,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,442,10081674,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,378,10081704,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,308,10081734,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,447,10081443,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,436,10081739,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.1,835,10081655,(null),Macruronus novaezelandiae,Blue Grenadier
37228002,N9.1,680,10081672,(null),Genypterus blacodes,Pink Ling
37228002,N9.1,650,10081736,(null),Genypterus blacodes,Pink Ling
37228002,N9.1,705,10081731,(null),Genypterus blacodes,Pink Ling
37228002,N9.1,620,10082212,(null),Genypterus blacodes,Pink Ling
37228002,N9.1,648,10082255,(null),Genypterus blacodes,Pink Ling
37228002,N9.1,618,10081701,(null),Genypterus blacodes,Pink Ling
37228002,N9.1,755,10082254,(null),Genypterus blacodes,Pink Ling
37228002,N9.1,852,10082180,(null),Genypterus blacodes,Pink Ling
37038002,N9.1,228,10081642,developing eggs,Urolophus cruciatus,Banded Stingaree
37445006,N9.1,387,10081702,(null),Seriolella punctata,Silver Warehou
37287093,N9.1,415,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,329,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,306,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,239,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,296,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,279,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,156,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,204,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,183,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.1,273,NA,(null),Helicolenus barathri,Bigeye Ocean Perch
37439002,N9.1,396,NA,(null),Rexea solandri,Gemfish
37439002,N9.1,449,NA,(null),Rexea solandri,Gemfish
37439002,N9.1,301,NA,(null),Rexea solandri,Gemfish
37439002,N9.1,264,NA,(null),Rexea solandri,Gemfish
37439002,N9.1,240,NA,(null),Rexea solandri,Gemfish
37439002,N9.1,276,NA,(null),Rexea solandri,Gemfish
37228002,N9.3,747,10082116,(null),Genypterus blacodes,Pink Ling
37228002,N9.3,572,10082085,(null),Genypterus blacodes,Pink Ling
37228002,N9.3,708,10082006,(null),Genypterus blacodes,Pink Ling
37228002,N9.3,657,10082086,(null),Genypterus blacodes,Pink Ling
37228002,N9.3,575,10082091,(null),Genypterus blacodes,Pink Ling
37228002,N9.3,469,10082121,(null),Genypterus blacodes,Pink Ling
37287093,N9.3,302,10082078,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.3,408,10082107,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.3,380,10082048,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.3,314,10082047,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.3,405,10082046,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.3,347,10082076,(null),Helicolenus barathri,Bigeye Ocean Perch
37287093,N9.3,230,10082106,(null),Helicolenus barathri,Bigeye Ocean Perch
37227001,N9.3,923,10081976,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,810,10082055,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,483,10082115,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,680,10082118,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,330,10082088,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,330,10082119,(null),Macruronus novaezelandiae,Blue Grenadier
